Sample,GEO_ID
X203531420065_R01C02,GSM6983523
X203531420065_R02C02,GSM6983524
X203531420065_R03C02,GSM6983525
X203531420065_R04C02,GSM6983526
X203531420065_R05C02,GSM6983527
X203531420065_R06C02,GSM6983528
X203531420037_R01C01,GSM6983529
X203531420037_R02C01,GSM6983530
X203531420037_R03C01,GSM6983531
X203531420037_R04C01,GSM6983532
X203531420037_R05C01,GSM6983533
X203531420037_R06C01,GSM6983534
X203531420037_R01C02,GSM6983535
X203531420037_R03C02,GSM6983536
X203531420037_R04C02,GSM6983537
X203531420037_R05C02,GSM6983538
X203531420037_R06C02,GSM6983539
X203531420040_R03C01,GSM6983540
X203531420040_R04C01,GSM6983541
X203531420040_R05C01,GSM6983542
X203531420040_R01C02,GSM6983543
X203531420040_R02C02,GSM6983544
X203531420040_R04C02,GSM6983545
X203531420040_R05C02,GSM6983546
X203531420040_R06C02,GSM6983547
X203531420009_R01C01,GSM6983548
X203531420009_R02C01,GSM6983549
X203531420009_R03C01,GSM6983550
X203531420009_R04C01,GSM6983551
X203531420009_R05C01,GSM6983552
X203531420009_R06C01,GSM6983553
X203531420009_R01C02,GSM6983554
X203531420009_R02C02,GSM6983555
X203531420009_R03C02,GSM6983556
X203531420009_R04C02,GSM6983557
X203531420009_R06C02,GSM6983558
X203877620019_R01C01,GSM6983559
X203877620019_R02C01,GSM6983560
X203877620019_R03C01,GSM6983561
X203877620019_R04C01,GSM6983562
X203877620019_R05C01,GSM6983563
X203877620019_R06C01,GSM6983564
X203877620019_R01C02,GSM6983565
X203877620019_R02C02,GSM6983566
X203877620019_R03C02,GSM6983567
X203877620019_R04C02,GSM6983568
X203877620019_R05C02,GSM6983569
X203877620019_R06C02,GSM6983570
X203877620016_R01C01,GSM6983571
X203877620016_R02C01,GSM6983572
X203877620016_R03C01,GSM6983573
X203877620016_R04C01,GSM6983574
X203877620016_R05C01,GSM6983575
X203877620016_R06C01,GSM6983576
X203877620016_R01C02,GSM6983577
X203877620016_R02C02,GSM6983578
X203877620016_R03C02,GSM6983579
X203877620016_R04C02,GSM6983580
X203877620016_R05C02,GSM6983581
X203877620016_R06C02,GSM6983582
X203877620018_R01C01,GSM6983583
X203877620018_R02C01,GSM6983584
X203877620018_R03C01,GSM6983585
X203877620018_R04C01,GSM6983586
X203877620018_R05C01,GSM6983587
X203877620018_R06C01,GSM6983588
X203877620018_R01C02,GSM6983589
X203877620018_R02C02,GSM6983590
X203877620018_R03C02,GSM6983591
X203877620018_R04C02,GSM6983592
X203877620018_R05C02,GSM6983593
X203877620018_R06C02,GSM6983594
X203877620050_R01C01,GSM6983595
X203877620050_R02C01,GSM6983596
X203877620050_R03C01,GSM6983597
X203877620050_R04C01,GSM6983598
X203877620050_R05C01,GSM6983599
X203877620050_R06C01,GSM6983600
X203877620050_R01C02,GSM6983601
X203877620050_R02C02,GSM6983602
X203877620050_R03C02,GSM6983603
X203877620050_R04C02,GSM6983604
X203877620050_R05C02,GSM6983605
X203877620050_R06C02,GSM6983606
X203877620006_R01C01,GSM6983607
X203877620006_R02C01,GSM6983608
X203877620006_R03C01,GSM6983609
X203877620006_R04C01,GSM6983610
X203877620006_R05C01,GSM6983611
X203877620006_R06C01,GSM6983612
X203877620006_R01C02,GSM6983613
X203877620006_R02C02,GSM6983614
X203877620006_R03C02,GSM6983615
X203877620006_R04C02,GSM6983616
X203877620006_R05C02,GSM6983617
X203877620006_R06C02,GSM6983618
X203877620064_R01C01,GSM6983619
X203877620064_R02C01,GSM6983620
X203877620064_R03C01,GSM6983621
X203877620064_R04C01,GSM6983622
X203877620064_R05C01,GSM6983623
X203877620064_R06C01,GSM6983624
X203877620064_R01C02,GSM6983625
X203877620064_R02C02,GSM6983626
X203877620064_R03C02,GSM6983627
X203877620064_R04C02,GSM6983628
X203877620064_R05C02,GSM6983629
X203877620064_R06C02,GSM6983630
X203877620070_R01C01,GSM6983631
X203877620070_R02C01,GSM6983632
X203877620070_R03C01,GSM6983633
X203877620070_R04C01,GSM6983634
X203877620070_R05C01,GSM6983635
X203877620070_R06C01,GSM6983636
X203877620070_R01C02,GSM6983637
X203877620070_R02C02,GSM6983638
X203877620070_R03C02,GSM6983639
X203877620070_R04C02,GSM6983640
X203877620070_R05C02,GSM6983641
X203877620070_R06C02,GSM6983642
X203877620097_R01C01,GSM6983643
X203877620097_R02C01,GSM6983644
X203877620097_R03C01,GSM6983645
X203877620097_R04C01,GSM6983646
X203877620097_R05C01,GSM6983647
X203877620097_R06C01,GSM6983648
X203877620097_R02C02,GSM6983649
X203877620097_R04C02,GSM6983650
X203877620097_R05C02,GSM6983651
X203877620097_R06C02,GSM6983652
X203877620096_R01C01,GSM6983653
X203877620096_R02C01,GSM6983654
X203877620096_R03C01,GSM6983655
X203877620096_R04C01,GSM6983656
X203877620096_R05C01,GSM6983657
X203877620096_R06C01,GSM6983658
X203877620096_R01C02,GSM6983659
X203877620096_R02C02,GSM6983660
X203877620096_R03C02,GSM6983661
X203877620096_R04C02,GSM6983662
X203877620096_R05C02,GSM6983663
X203877620096_R06C02,GSM6983664
X203877620013_R01C01,GSM6983665
X203877620013_R02C01,GSM6983666
X203877620013_R03C01,GSM6983667
X203877620013_R04C01,GSM6983668
X203877620013_R05C01,GSM6983669
X203877620013_R06C01,GSM6983670
X203877620013_R01C02,GSM6983671
X203877620013_R02C02,GSM6983672
X203877620013_R03C02,GSM6983673
X203877620013_R04C02,GSM6983674
X203877620013_R05C02,GSM6983675
X203877620013_R06C02,GSM6983676
X203877620022_R01C01,GSM6983677
X203877620022_R02C01,GSM6983678
X203877620022_R03C01,GSM6983679
X203877620022_R04C01,GSM6983680
X203877620022_R05C01,GSM6983681
X203877620022_R06C01,GSM6983682
X203877620022_R01C02,GSM6983683
X203877620022_R02C02,GSM6983684
X203877620022_R03C02,GSM6983685
X203877620022_R04C02,GSM6983686
X203877620022_R05C02,GSM6983687
X203877620022_R06C02,GSM6983688
X203675320053_R01C01,GSM6983689
X203675320053_R02C01,GSM6983690
X203675320053_R03C01,GSM6983691
X203675320053_R04C01,GSM6983692
X203675320053_R05C01,GSM6983693
X203675320053_R06C01,GSM6983694
X203675320053_R01C02,GSM6983695
X203675320053_R02C02,GSM6983696
X203675320053_R03C02,GSM6983697
X203675320053_R04C02,GSM6983698
X203675320053_R05C02,GSM6983699
X203675320053_R06C02,GSM6983700
X203675320052_R01C01,GSM6983701
X203675320052_R02C01,GSM6983702
X203675320052_R03C01,GSM6983703
X203675320052_R04C01,GSM6983704
X203675320052_R05C01,GSM6983705
X203675320052_R06C01,GSM6983706
X203675320052_R01C02,GSM6983707
X203675320052_R02C02,GSM6983708
X203675320052_R03C02,GSM6983709
X203675320052_R04C02,GSM6983710
X203675320052_R05C02,GSM6983711
X203675320052_R06C02,GSM6983712
X203675320049_R01C01,GSM6983713
X203675320049_R02C01,GSM6983714
X203675320049_R03C01,GSM6983715
X203675320049_R04C01,GSM6983716
X203675320049_R05C01,GSM6983717
X203675320049_R02C02,GSM6983718
X203675320049_R03C02,GSM6983719
X203675320049_R04C02,GSM6983720
X203675320049_R05C02,GSM6983721
X203675320049_R06C02,GSM6983722
X203675320050_R01C01,GSM6983723
X203675320050_R02C01,GSM6983724
X203675320050_R03C01,GSM6983725
X203675320050_R04C01,GSM6983726
X203675320050_R05C01,GSM6983727
X203675320050_R06C01,GSM6983728
X203675320050_R01C02,GSM6983729
X203675320050_R02C02,GSM6983730
X203675320050_R03C02,GSM6983731
X203675320050_R04C02,GSM6983732
X203675320050_R05C02,GSM6983733
X203675320050_R06C02,GSM6983734
X203877620066_R01C01,GSM6983735
X203877620066_R02C01,GSM6983736
X203877620066_R03C01,GSM6983737
X203877620066_R04C01,GSM6983738
X203877620066_R05C01,GSM6983739
X203877620066_R06C01,GSM6983740
X203877620066_R01C02,GSM6983741
X203877620066_R02C02,GSM6983742
X203877620066_R03C02,GSM6983743
X203877620066_R04C02,GSM6983744
X203877620066_R05C02,GSM6983745
X203877620066_R06C02,GSM6983746
X203877620065_R01C01,GSM6983747
X203877620065_R02C01,GSM6983748
X203877620065_R03C01,GSM6983749
X203877620065_R04C01,GSM6983750
X203877620065_R05C01,GSM6983751
X203877620065_R06C01,GSM6983752
X203877620065_R01C02,GSM6983753
X203877620065_R02C02,GSM6983754
X203877620065_R03C02,GSM6983755
X203877620065_R05C02,GSM6983756
X203877620065_R06C02,GSM6983757
X203877620055_R01C01,GSM6983758
X203877620055_R02C01,GSM6983759
X203877620055_R03C01,GSM6983760
X203877620055_R04C01,GSM6983761
X203877620055_R05C01,GSM6983762
X203877620055_R06C01,GSM6983763
X203877620055_R01C02,GSM6983764
X203877620055_R02C02,GSM6983765
X203877620055_R03C02,GSM6983766
X203877620055_R04C02,GSM6983767
X203877620055_R05C02,GSM6983768
X203877620055_R06C02,GSM6983769
X203877620015_R03C01,GSM6983770
X203877620015_R04C01,GSM6983771
X203877620015_R05C01,GSM6983772
X203877620015_R06C01,GSM6983773
X203877620015_R01C02,GSM6983774
X203877620015_R02C02,GSM6983775
X203877620015_R03C02,GSM6983776
X203877620015_R04C02,GSM6983777
X203877620015_R05C02,GSM6983778
X203877620015_R06C02,GSM6983779
X203877620003_R01C01,GSM6983780
X203877620003_R02C01,GSM6983781
X203877620003_R03C01,GSM6983782
X203877620003_R04C01,GSM6983783
X203877620003_R05C01,GSM6983784
X203877620003_R06C01,GSM6983785
X203877620003_R01C02,GSM6983786
X203877620003_R02C02,GSM6983787
X203877620003_R04C02,GSM6983788
X203877620003_R06C02,GSM6983789
X203877620029_R01C01,GSM6983790
X203877620029_R02C01,GSM6983791
X203877620029_R03C01,GSM6983792
X203877620029_R04C01,GSM6983793
X203877620029_R05C01,GSM6983794
X203877620029_R06C01,GSM6983795
X203877620029_R01C02,GSM6983796
X203877620029_R04C02,GSM6983797
X203877620029_R05C02,GSM6983798
X203877620029_R06C02,GSM6983799
X203877620017_R01C01,GSM6983800
X203877620017_R02C01,GSM6983801
X203877620017_R03C01,GSM6983802
X203877620017_R04C01,GSM6983803
X203877620017_R05C01,GSM6983804
X203877620017_R06C01,GSM6983805
X203877620017_R01C02,GSM6983806
X203877620017_R03C02,GSM6983807
X203877620017_R04C02,GSM6983808
X203877620017_R05C02,GSM6983809
X203877620017_R06C02,GSM6983810
X203877620074_R01C01,GSM6983811
X203877620074_R02C01,GSM6983812
X203877620074_R03C01,GSM6983813
X203877620074_R04C01,GSM6983814
X203877620074_R05C01,GSM6983815
X203877620074_R01C02,GSM6983816
X203877620074_R02C02,GSM6983817
X203877620074_R03C02,GSM6983818
X203877620074_R04C02,GSM6983819
X203877620074_R05C02,GSM6983820
X203877620074_R06C02,GSM6983821
X203877620068_R01C01,GSM6983822
X203877620068_R02C01,GSM6983823
X203877620068_R03C01,GSM6983824
X203877620068_R04C01,GSM6983825
X203877620068_R05C01,GSM6983826
X203877620068_R06C01,GSM6983827
X203877620068_R01C02,GSM6983828
X203877620068_R02C02,GSM6983829
X203877620068_R03C02,GSM6983830
X204529320127_R01C01,GSM6983831
X204529320127_R02C01,GSM6983832
X204529320127_R03C01,GSM6983833
X204529320127_R04C01,GSM6983834
X204529320127_R05C01,GSM6983835
X204529320127_R06C01,GSM6983836
X204529320127_R01C02,GSM6983837
X204529320127_R02C02,GSM6983838
X204529320127_R03C02,GSM6983839
X204529320127_R04C02,GSM6983840
X204529320127_R05C02,GSM6983841
X204529320127_R06C02,GSM6983842
X204529320125_R01C01,GSM6983843
X204529320125_R02C01,GSM6983844
X204529320125_R03C01,GSM6983845
X204529320125_R04C01,GSM6983846
X204529320125_R05C01,GSM6983847
X204529320125_R06C01,GSM6983848
X204529320125_R01C02,GSM6983849
X204529320125_R02C02,GSM6983850
X204529320125_R03C02,GSM6983851
X204529320125_R04C02,GSM6983852
X204529320125_R05C02,GSM6983853
X204529320125_R06C02,GSM6983854
X204529320118_R01C01,GSM6983855
X204529320118_R02C01,GSM6983856
X204529320118_R03C01,GSM6983857
X204529320118_R04C01,GSM6983858
X204529320118_R05C01,GSM6983859
X204529320118_R06C01,GSM6983860
X204529320118_R01C02,GSM6983861
X204529320118_R02C02,GSM6983862
X204529320118_R03C02,GSM6983863
X204529320118_R04C02,GSM6983864
X204529320118_R05C02,GSM6983865
X204529320118_R06C02,GSM6983866
X204529320130_R01C01,GSM6983867
X204529320130_R02C01,GSM6983868
X204529320130_R03C01,GSM6983869
X204529320130_R04C01,GSM6983870
X204529320130_R05C01,GSM6983871
X204529320130_R06C01,GSM6983872
X204529320130_R01C02,GSM6983873
X204529320130_R02C02,GSM6983874
X204529320130_R03C02,GSM6983875
X204529320130_R04C02,GSM6983876
X204529320130_R05C02,GSM6983877
X204529320130_R06C02,GSM6983878
X205483080038_R01C01,GSM6983879
X205483080038_R02C01,GSM6983880
X205483080038_R03C01,GSM6983881
X205483080038_R04C01,GSM6983882
X205483080038_R05C01,GSM6983883
X205483080038_R06C01,GSM6983884
X205483080038_R01C02,GSM6983885
X205483080038_R02C02,GSM6983886
X205483080038_R03C02,GSM6983887
X205483080038_R04C02,GSM6983888
X205483080038_R05C02,GSM6983889
X205483080038_R06C02,GSM6983890
X205483080002_R01C01,GSM6983891
X205483080002_R02C01,GSM6983892
X205483080002_R03C01,GSM6983893
X205483080002_R04C01,GSM6983894
X205483080002_R05C01,GSM6983895
X205483080002_R06C01,GSM6983896
X205483080002_R01C02,GSM6983897
X205483080002_R02C02,GSM6983898
X205483080002_R03C02,GSM6983899
X205483080002_R04C02,GSM6983900
X205483080002_R05C02,GSM6983901
X205483080002_R06C02,GSM6983902
X205483080039_R01C01,GSM6983903
X205483080039_R02C01,GSM6983904
X205483080039_R03C01,GSM6983905
X205483080039_R04C01,GSM6983906
X205483080039_R05C01,GSM6983907
X205483080039_R06C01,GSM6983908
X205483080039_R01C02,GSM6983909
X205483080039_R02C02,GSM6983910
X205483080039_R03C02,GSM6983911
X205483080039_R04C02,GSM6983912
X205483080039_R05C02,GSM6983913
X205483080039_R06C02,GSM6983914
X205483080041_R01C01,GSM6983915
X205483080041_R02C01,GSM6983916
X205483080041_R03C01,GSM6983917
X205483080041_R04C01,GSM6983918
X205483080041_R05C01,GSM6983919
X205483080041_R06C01,GSM6983920
X205483080041_R01C02,GSM6983921
X205483080041_R02C02,GSM6983922
X205483080041_R03C02,GSM6983923
X205483080041_R04C02,GSM6983924
X205483080041_R05C02,GSM6983925
X205483080041_R06C02,GSM6983926
X203203210100_R01C01,GSM6983927
X203203210100_R02C01,GSM6983928
X203203210100_R03C01,GSM6983929
X203203210100_R04C01,GSM6983930
X203203210100_R05C01,GSM6983931
X203203210100_R06C01,GSM6983932
X203203210100_R01C02,GSM6983933
X203203210100_R02C02,GSM6983934
X203203210100_R03C02,GSM6983935
X203203210100_R04C02,GSM6983936
X203203210100_R05C02,GSM6983937
X203203210100_R06C02,GSM6983938
X203203210030_R01C01,GSM6983939
X203203210030_R02C01,GSM6983940
X203203210030_R03C01,GSM6983941
X203203210030_R04C01,GSM6983942
X203203210030_R05C01,GSM6983943
X203203210030_R06C01,GSM6983944
X203203210030_R01C02,GSM6983945
X203203210030_R02C02,GSM6983946
X203203210030_R03C02,GSM6983947
X203203210030_R04C02,GSM6983948
X203203210030_R05C02,GSM6983949
X203203210030_R06C02,GSM6983950
X203203210058_R01C01,GSM6983951
X203203210058_R02C01,GSM6983952
X203203210058_R03C01,GSM6983953
X203203210058_R04C01,GSM6983954
X203203210058_R05C01,GSM6983955
X203203210058_R06C01,GSM6983956
X203203210058_R01C02,GSM6983957
X203203210058_R02C02,GSM6983958
X203203210058_R03C02,GSM6983959
X203203210058_R04C02,GSM6983960
X203203210058_R05C02,GSM6983961
X203203210058_R06C02,GSM6983962
X203203210152_R01C01,GSM6983963
X203203210152_R02C01,GSM6983964
X203203210152_R03C01,GSM6983965
X203203210152_R04C01,GSM6983966
X203203210152_R05C01,GSM6983967
X203203210152_R06C01,GSM6983968
X203203210152_R01C02,GSM6983969
X203203210152_R02C02,GSM6983970
X203203210152_R03C02,GSM6983971
X203203210152_R04C02,GSM6983972
X203203210152_R05C02,GSM6983973
X203203210152_R06C02,GSM6983974
X203203210052_R01C01,GSM6983975
X203203210052_R02C01,GSM6983976
X203203210052_R03C01,GSM6983977
X203203210052_R04C01,GSM6983978
X203203210052_R05C01,GSM6983979
X203203210052_R06C01,GSM6983980
X203203210052_R02C02,GSM6983981
X203203210052_R03C02,GSM6983982
X203203210052_R04C02,GSM6983983
X203203210052_R05C02,GSM6983984
X203203210052_R06C02,GSM6983985
X203203210062_R01C01,GSM6983986
X203203210062_R02C01,GSM6983987
X203203210062_R03C01,GSM6983988
X203203210062_R04C01,GSM6983989
X203203210062_R05C01,GSM6983990
X203203210062_R06C01,GSM6983991
X203203210062_R01C02,GSM6983992
X203203210062_R02C02,GSM6983993
X203203210062_R03C02,GSM6983994
X203203210062_R04C02,GSM6983995
X203203210062_R05C02,GSM6983996
X203203210062_R06C02,GSM6983997
X203203210162_R01C01,GSM6983998
X203203210162_R02C01,GSM6983999
X203203210162_R03C01,GSM6984000
X203203210162_R04C01,GSM6984001
X203203210162_R05C01,GSM6984002
X203203210162_R06C01,GSM6984003
X203203210162_R01C02,GSM6984004
X203203210162_R02C02,GSM6984005
X203203210162_R03C02,GSM6984006
X203203210162_R04C02,GSM6984007
X203203210162_R05C02,GSM6984008
X203203210162_R06C02,GSM6984009
X203203210078_R01C01,GSM6984010
X203203210078_R02C01,GSM6984011
X203203210078_R03C01,GSM6984012
X203203210078_R04C01,GSM6984013
X203203210078_R05C01,GSM6984014
X203203210078_R06C01,GSM6984015
X203203210078_R01C02,GSM6984016
X203203210078_R02C02,GSM6984017
X203203210078_R03C02,GSM6984018
X203203210078_R04C02,GSM6984019
X203203210078_R05C02,GSM6984020
X203203210078_R06C02,GSM6984021
X203203210124_R01C01,GSM6984022
X203203210124_R02C01,GSM6984023
X203203210124_R03C01,GSM6984024
X203203210124_R04C01,GSM6984025
X203203210124_R05C01,GSM6984026
X203203210124_R06C01,GSM6984027
X203203210124_R01C02,GSM6984028
X203203210124_R02C02,GSM6984029
X203203210124_R03C02,GSM6984030
X203203210124_R04C02,GSM6984031
X203203210124_R05C02,GSM6984032
X203203210124_R06C02,GSM6984033
X203203210208_R01C01,GSM6984034
X203203210208_R02C01,GSM6984035
X203203210208_R03C01,GSM6984036
X203203210208_R04C01,GSM6984037
X203203210208_R05C01,GSM6984038
X203203210208_R06C01,GSM6984039
X203203210208_R01C02,GSM6984040
X203203210208_R02C02,GSM6984041
X203203210208_R03C02,GSM6984042
X203203210208_R04C02,GSM6984043
X203203210208_R05C02,GSM6984044
X203203210208_R06C02,GSM6984045
X203203210125_R01C01,GSM6984046
X203203210125_R02C01,GSM6984047
X203203210125_R03C01,GSM6984048
X203203210125_R04C01,GSM6984049
X203203210125_R05C01,GSM6984050
X203203210125_R06C01,GSM6984051
X203203210125_R01C02,GSM6984052
X203203210125_R02C02,GSM6984053
X203203210125_R03C02,GSM6984054
X203203210125_R04C02,GSM6984055
X203203210125_R05C02,GSM6984056
X203203210125_R06C02,GSM6984057
X203203210126_R01C01,GSM6984058
X203203210126_R02C01,GSM6984059
X203203210126_R03C01,GSM6984060
X203203210126_R04C01,GSM6984061
X203203210126_R05C01,GSM6984062
X203203210126_R06C01,GSM6984063
X203203210126_R01C02,GSM6984064
X203203210126_R02C02,GSM6984065
X203203210126_R03C02,GSM6984066
X203203210126_R04C02,GSM6984067
X203203210126_R05C02,GSM6984068
X203203210126_R06C02,GSM6984069
X203203210202_R01C01,GSM6984070
X203203210202_R02C01,GSM6984071
X203203210202_R03C01,GSM6984072
X203203210202_R04C01,GSM6984073
X203203210202_R05C01,GSM6984074
X203203210202_R06C01,GSM6984075
X203203210202_R01C02,GSM6984076
X203203210202_R02C02,GSM6984077
X203203210202_R03C02,GSM6984078
X203203210202_R04C02,GSM6984079
X203203210202_R05C02,GSM6984080
X203203210202_R06C02,GSM6984081
X203203210114_R01C01,GSM6984082
X203203210114_R02C01,GSM6984083
X203203210114_R03C01,GSM6984084
X203203210114_R04C01,GSM6984085
X203203210114_R05C01,GSM6984086
X203203210114_R06C01,GSM6984087
X203203210114_R01C02,GSM6984088
X203203210114_R02C02,GSM6984089
X203203210114_R03C02,GSM6984090
X203203210114_R04C02,GSM6984091
X203203210114_R05C02,GSM6984092
X203203210114_R06C02,GSM6984093
X203203210086_R01C01,GSM6984094
X203203210086_R02C01,GSM6984095
X203203210086_R03C01,GSM6984096
X203203210086_R04C01,GSM6984097
X203203210086_R05C01,GSM6984098
X203203210086_R06C01,GSM6984099
X203203210086_R02C02,GSM6984100
X203203210086_R03C02,GSM6984101
X203203210086_R04C02,GSM6984102
X203203210086_R05C02,GSM6984103
X203203210086_R06C02,GSM6984104
X203203210204_R01C01,GSM6984105
X203203210204_R02C01,GSM6984106
X203203210204_R03C01,GSM6984107
X203203210204_R04C01,GSM6984108
X203203210204_R05C01,GSM6984109
X203203210204_R06C01,GSM6984110
X203203210204_R01C02,GSM6984111
X203203210204_R02C02,GSM6984112
X203203210204_R03C02,GSM6984113
X203203210204_R04C02,GSM6984114
X203203210204_R05C02,GSM6984115
X203203210204_R06C02,GSM6984116
X203203210032_R01C01,GSM6984117
X203203210032_R02C01,GSM6984118
X203203210032_R03C01,GSM6984119
X203203210032_R04C01,GSM6984120
X203203210032_R05C01,GSM6984121
X203203210032_R06C01,GSM6984122
X203203210032_R01C02,GSM6984123
X203203210032_R02C02,GSM6984124
X203203210032_R03C02,GSM6984125
X203203210032_R04C02,GSM6984126
X203203210032_R05C02,GSM6984127
X203203210032_R06C02,GSM6984128
X203203210172_R01C01,GSM6984129
X203203210172_R02C01,GSM6984130
X203203210172_R03C01,GSM6984131
X203203210172_R04C01,GSM6984132
X203203210172_R05C01,GSM6984133
X203203210172_R06C01,GSM6984134
X203203210172_R01C02,GSM6984135
X203203210172_R02C02,GSM6984136
X203203210172_R03C02,GSM6984137
X203203210172_R04C02,GSM6984138
X203203210172_R05C02,GSM6984139
X203203210172_R06C02,GSM6984140
X203203210060_R01C01,GSM6984141
X203203210060_R02C01,GSM6984142
X203203210060_R03C01,GSM6984143
X203203210060_R04C01,GSM6984144
X203203210060_R05C01,GSM6984145
X203203210060_R06C01,GSM6984146
X203203210060_R01C02,GSM6984147
X203203210060_R02C02,GSM6984148
X203203210060_R03C02,GSM6984149
X203203210060_R04C02,GSM6984150
X203203210060_R05C02,GSM6984151
X203203210060_R06C02,GSM6984152
X203203210203_R01C01,GSM6984153
X203203210203_R02C01,GSM6984154
X203203210203_R03C01,GSM6984155
X203203210203_R04C01,GSM6984156
X203203210203_R05C01,GSM6984157
X203203210203_R06C01,GSM6984158
X203203210203_R01C02,GSM6984159
X203203210203_R03C02,GSM6984160
X203203210203_R04C02,GSM6984161
X203203210203_R05C02,GSM6984162
X203203210203_R06C02,GSM6984163
X203203210089_R01C01,GSM6984164
X203203210089_R02C01,GSM6984165
X203203210089_R03C01,GSM6984166
X203203210089_R04C01,GSM6984167
X203203210089_R05C01,GSM6984168
X203203210089_R06C01,GSM6984169
X203203210089_R01C02,GSM6984170
X203203210089_R02C02,GSM6984171
X203203210089_R03C02,GSM6984172
X203203210089_R04C02,GSM6984173
X203203210089_R05C02,GSM6984174
X203203210089_R06C02,GSM6984175
X203203210123_R01C01,GSM6984176
X203203210123_R02C01,GSM6984177
X203203210123_R03C01,GSM6984178
X203203210123_R04C01,GSM6984179
X203203210123_R05C01,GSM6984180
X203203210123_R06C01,GSM6984181
X203203210123_R01C02,GSM6984182
X203203210123_R02C02,GSM6984183
X203203210123_R03C02,GSM6984184
X203203210123_R04C02,GSM6984185
X203203210123_R05C02,GSM6984186
X203203210123_R06C02,GSM6984187
X203203210017_R01C01,GSM6984188
X203203210017_R02C01,GSM6984189
X203203210017_R03C01,GSM6984190
X203203210017_R04C01,GSM6984191
X203203210017_R05C01,GSM6984192
X203203210017_R06C01,GSM6984193
X203203210017_R01C02,GSM6984194
X203203210017_R02C02,GSM6984195
X203203210017_R03C02,GSM6984196
X203203210017_R04C02,GSM6984197
X203203210017_R05C02,GSM6984198
X203203210017_R06C02,GSM6984199
X203203210198_R01C01,GSM6984200
X203203210198_R02C01,GSM6984201
X203203210198_R03C01,GSM6984202
X203203210198_R04C01,GSM6984203
X203203210198_R05C01,GSM6984204
X203203210198_R06C01,GSM6984205
X203203210198_R01C02,GSM6984206
X203203210198_R02C02,GSM6984207
X203203210198_R03C02,GSM6984208
X203203210198_R04C02,GSM6984209
X203203210198_R05C02,GSM6984210
X203203210198_R06C02,GSM6984211
X203203210094_R02C01,GSM6984212
X203203210094_R03C01,GSM6984213
X203203210094_R05C01,GSM6984214
X203203210094_R06C01,GSM6984215
X203203210094_R01C02,GSM6984216
X203203210094_R02C02,GSM6984217
X203203210094_R03C02,GSM6984218
X203203210094_R04C02,GSM6984219
X203203210094_R05C02,GSM6984220
X203203210094_R06C02,GSM6984221
X203203210029_R01C01,GSM6984222
X203203210029_R02C01,GSM6984223
X203203210029_R03C01,GSM6984224
X203203210029_R04C01,GSM6984225
X203203210029_R05C01,GSM6984226
X203203210029_R06C01,GSM6984227
X203203210029_R01C02,GSM6984228
X203203210029_R02C02,GSM6984229
X203203210029_R03C02,GSM6984230
X203203210029_R04C02,GSM6984231
X203203210029_R06C02,GSM6984232
X203203210040_R01C01,GSM6984233
X203203210040_R02C01,GSM6984234
X203203210040_R03C01,GSM6984235
X203203210040_R04C01,GSM6984236
X203203210040_R05C01,GSM6984237
X203203210040_R06C01,GSM6984238
X203203210040_R01C02,GSM6984239
X203203210040_R02C02,GSM6984240
X203203210040_R03C02,GSM6984241
X203203210040_R04C02,GSM6984242
X203203210040_R05C02,GSM6984243
X203203210040_R06C02,GSM6984244
X203203210006_R01C01,GSM6984245
X203203210006_R02C01,GSM6984246
X203203210006_R03C01,GSM6984247
X203203210006_R04C01,GSM6984248
X203203210006_R05C01,GSM6984249
X203203210006_R06C01,GSM6984250
X203203210006_R02C02,GSM6984251
X203203210006_R03C02,GSM6984252
X203203210006_R04C02,GSM6984253
X203203210006_R05C02,GSM6984254
X203203210006_R06C02,GSM6984255
X203203210003_R01C01,GSM6984256
X203203210003_R02C01,GSM6984257
X203203210003_R03C01,GSM6984258
X203203210003_R04C01,GSM6984259
X203203210003_R05C01,GSM6984260
X203203210003_R06C01,GSM6984261
X203203210003_R01C02,GSM6984262
X203203210003_R02C02,GSM6984263
X203203210003_R03C02,GSM6984264
X203203210003_R05C02,GSM6984265
X203203210003_R06C02,GSM6984266
X203203210002_R01C01,GSM6984267
X203203210002_R03C01,GSM6984268
X203203210002_R04C01,GSM6984269
X203203210002_R05C01,GSM6984270
X203203210002_R06C01,GSM6984271
X203203210002_R02C02,GSM6984272
X203203210002_R03C02,GSM6984273
X203203210002_R04C02,GSM6984274
X203203210002_R05C02,GSM6984275
X203203210002_R06C02,GSM6984276
X203203210010_R01C01,GSM6984277
X203203210010_R02C01,GSM6984278
X203203210010_R03C01,GSM6984279
X203203210010_R04C01,GSM6984280
X203203210010_R05C01,GSM6984281
X203203210010_R06C01,GSM6984282
X203203210010_R01C02,GSM6984283
X203203210010_R02C02,GSM6984284
X203203210010_R03C02,GSM6984285
X203203210010_R04C02,GSM6984286
X203203210010_R05C02,GSM6984287
X203203210010_R06C02,GSM6984288
X203203210057_R01C01,GSM6984289
X203203210057_R02C01,GSM6984290
X203203210057_R03C01,GSM6984291
X203203210057_R04C01,GSM6984292
X203203210057_R05C01,GSM6984293
X203203210057_R06C01,GSM6984294
X203203210057_R01C02,GSM6984295
X203203210057_R02C02,GSM6984296
X203203210057_R03C02,GSM6984297
X203203210057_R04C02,GSM6984298
X203203210057_R05C02,GSM6984299
