Sample,GEO_ID
X203877620002_R04C02,GSM6986922
X203877620002_R05C02,GSM6986923
X203877620002_R06C02,GSM6986924
X203877620072_R01C01,GSM6986925
X203877620072_R02C01,GSM6986926
X203877620072_R03C01,GSM6986927
X203877620072_R04C01,GSM6986928
X203877620072_R05C01,GSM6986929
X203877620072_R06C01,GSM6986930
X203877620072_R01C02,GSM6986931
X203877620072_R02C02,GSM6986932
X203877620072_R03C02,GSM6986933
X203877620072_R04C02,GSM6986934
X203877620072_R05C02,GSM6986935
X203877620072_R06C02,GSM6986936
X203877620080_R01C01,GSM6986937
X203877620080_R02C01,GSM6986938
X203877620080_R03C01,GSM6986939
X203877620080_R04C01,GSM6986940
X203877620080_R05C01,GSM6986941
X203877620080_R06C01,GSM6986942
X203877620080_R01C02,GSM6986943
X203877620080_R02C02,GSM6986944
X203877620080_R03C02,GSM6986945
X203877620080_R04C02,GSM6986946
X203877620080_R05C02,GSM6986947
X203877620080_R06C02,GSM6986948
X203877620043_R01C01,GSM6986949
X203877620043_R02C01,GSM6986950
X203877620043_R03C01,GSM6986951
X203877620043_R04C01,GSM6986952
X203877620043_R05C01,GSM6986953
X203877620043_R06C01,GSM6986954
X203877620043_R01C02,GSM6986955
X203877620043_R02C02,GSM6986956
X203877620043_R03C02,GSM6986957
X203877620043_R04C02,GSM6986958
X203877620043_R05C02,GSM6986959
X203877620043_R06C02,GSM6986960
X203877620032_R01C01,GSM6986961
X203877620032_R02C01,GSM6986962
X203877620032_R03C01,GSM6986963
X203877620032_R04C01,GSM6986964
X203877620032_R05C01,GSM6986965
X203877620032_R06C01,GSM6986966
X203877620032_R01C02,GSM6986967
X203877620032_R02C02,GSM6986968
X203877620032_R03C02,GSM6986969
X203877620032_R04C02,GSM6986970
X203877620032_R05C02,GSM6986971
X203877620032_R06C02,GSM6986972
X203877620079_R01C01,GSM6986973
X203877620079_R02C01,GSM6986974
X203877620079_R03C01,GSM6986975
X203877620079_R04C01,GSM6986976
X203877620079_R05C01,GSM6986977
X203877620079_R06C01,GSM6986978
X203877620079_R01C02,GSM6986979
X203877620079_R02C02,GSM6986980
X203877620079_R03C02,GSM6986981
X203877620079_R04C02,GSM6986982
X203877620079_R05C02,GSM6986983
X203877620079_R06C02,GSM6986984
X203877620076_R01C01,GSM6986985
X203877620076_R02C01,GSM6986986
X203877620076_R03C01,GSM6986987
X203877620076_R04C01,GSM6986988
X203877620076_R05C01,GSM6986989
X203877620076_R06C01,GSM6986990
X203877620076_R01C02,GSM6986991
X203877620076_R03C02,GSM6986992
X203877620076_R05C02,GSM6986993
X203877620091_R01C01,GSM6986994
X203877620091_R02C01,GSM6986995
X203877620091_R03C01,GSM6986996
X203877620091_R04C01,GSM6986997
X203877620091_R05C01,GSM6986998
X203877620091_R06C01,GSM6986999
X203877620091_R01C02,GSM6987000
X203877620091_R02C02,GSM6987001
X203877620091_R03C02,GSM6987002
X203877620091_R04C02,GSM6987003
X203877620091_R05C02,GSM6987004
X203877620091_R06C02,GSM6987005
X203877620037_R01C01,GSM6987006
X203877620037_R02C01,GSM6987007
X203877620037_R03C01,GSM6987008
X203877620037_R04C01,GSM6987009
X203877620037_R05C01,GSM6987010
X203877620037_R06C01,GSM6987011
X203877620037_R01C02,GSM6987012
X203877620037_R02C02,GSM6987013
X203877620037_R03C02,GSM6987014
X203877620037_R04C02,GSM6987015
X203877620037_R05C02,GSM6987016
X203877620037_R06C02,GSM6987017
X203877620024_R01C01,GSM6987018
X203877620024_R02C01,GSM6987019
X203877620024_R03C01,GSM6987020
X203877620024_R04C01,GSM6987021
X203877620024_R05C01,GSM6987022
X203877620024_R06C01,GSM6987023
X203877620024_R01C02,GSM6987024
X203877620024_R02C02,GSM6987025
X204529320086_R01C01,GSM6987026
X204529320086_R02C01,GSM6987027
X204529320086_R04C01,GSM6987028
X204529320086_R06C01,GSM6987029
X204529320086_R01C02,GSM6987030
X204529320086_R02C02,GSM6987031
X204529320086_R03C02,GSM6987032
X204529320086_R04C02,GSM6987033
X204529320086_R05C02,GSM6987034
X204529320086_R06C02,GSM6987035
X204529320101_R01C01,GSM6987036
X204529320101_R02C01,GSM6987037
X204529320101_R03C01,GSM6987038
X204529320101_R04C01,GSM6987039
X204529320101_R05C01,GSM6987040
X204529320101_R06C01,GSM6987041
X204529320101_R01C02,GSM6987042
X204529320101_R02C02,GSM6987043
X204529320101_R03C02,GSM6987044
X204529320101_R04C02,GSM6987045
X204529320101_R05C02,GSM6987046
X204529320101_R06C02,GSM6987047
X204529320092_R01C01,GSM6987048
X204529320092_R02C01,GSM6987049
X204529320092_R03C01,GSM6987050
X204529320092_R04C01,GSM6987051
X204529320092_R05C01,GSM6987052
X204529320092_R06C01,GSM6987053
X204529320092_R01C02,GSM6987054
X204529320092_R02C02,GSM6987055
X204529320092_R03C02,GSM6987056
X204529320092_R04C02,GSM6987057
X204529320092_R05C02,GSM6987058
X204529320092_R06C02,GSM6987059
X204529320096_R01C01,GSM6987060
X204529320096_R02C01,GSM6987061
X204529320096_R03C01,GSM6987062
X204529320096_R04C01,GSM6987063
X204529320096_R05C01,GSM6987064
X204529320096_R06C01,GSM6987065
X204529320096_R01C02,GSM6987066
X204529320096_R02C02,GSM6987067
X204529320096_R03C02,GSM6987068
X204529320096_R04C02,GSM6987069
X204529320096_R05C02,GSM6987070
X204529320096_R06C02,GSM6987071
X204529320099_R01C01,GSM6987072
X204529320099_R02C01,GSM6987073
X204529320099_R03C01,GSM6987074
X204529320099_R04C01,GSM6987075
X204529320099_R01C02,GSM6987076
X204529320099_R02C02,GSM6987077
X204529320099_R03C02,GSM6987078
X204529320099_R04C02,GSM6987079
X204529320099_R05C02,GSM6987080
X204529320099_R06C02,GSM6987081
X204529320121_R01C01,GSM6987082
X204529320121_R02C01,GSM6987083
X204529320121_R04C01,GSM6987084
X204529320121_R05C01,GSM6987085
X204529320121_R06C01,GSM6987086
X204529320121_R01C02,GSM6987087
X204529320121_R04C02,GSM6987088
X204529320121_R05C02,GSM6987089
X204529320121_R06C02,GSM6987090
X204529320102_R01C01,GSM6987091
X204529320102_R02C01,GSM6987092
X204529320102_R03C01,GSM6987093
X204529320102_R04C01,GSM6987094
X204529320102_R05C01,GSM6987095
X204529320102_R06C01,GSM6987096
X204529320102_R01C02,GSM6987097
X204529320102_R02C02,GSM6987098
X204529320102_R03C02,GSM6987099
X204529320102_R04C02,GSM6987100
X204529320102_R05C02,GSM6987101
X204529320102_R06C02,GSM6987102
X204529320109_R01C01,GSM6987103
X204529320109_R02C01,GSM6987104
X204529320109_R03C01,GSM6987105
X204529320109_R04C01,GSM6987106
X204529320109_R05C01,GSM6987107
X204529320109_R06C01,GSM6987108
X204529320109_R01C02,GSM6987109
X204529320109_R02C02,GSM6987110
X204529320109_R03C02,GSM6987111
X204529320109_R04C02,GSM6987112
X204529320109_R05C02,GSM6987113
X204529320109_R06C02,GSM6987114
X204551090022_R01C01,GSM6987115
X204551090022_R02C01,GSM6987116
X204551090022_R03C01,GSM6987117
X204551090022_R04C01,GSM6987118
X204551090022_R05C01,GSM6987119
X204551090022_R06C01,GSM6987120
X204551090022_R01C02,GSM6987121
X204551090022_R02C02,GSM6987122
X204551090022_R03C02,GSM6987123
X204551090022_R04C02,GSM6987124
X204551090022_R05C02,GSM6987125
X204551090022_R06C02,GSM6987126
X204551090016_R01C01,GSM6987127
X204551090016_R02C01,GSM6987128
X204551090016_R03C01,GSM6987129
X204551090016_R04C01,GSM6987130
X204551090016_R05C01,GSM6987131
X204551090016_R06C01,GSM6987132
X204551090016_R01C02,GSM6987133
X204551090016_R02C02,GSM6987134
X204551090016_R03C02,GSM6987135
X204551090016_R04C02,GSM6987136
X204551090016_R05C02,GSM6987137
X204551090016_R06C02,GSM6987138
X204551090057_R01C01,GSM6987139
X204551090057_R02C01,GSM6987140
X204551090057_R03C01,GSM6987141
X204551090057_R04C01,GSM6987142
X204551090057_R05C01,GSM6987143
X204551090057_R06C01,GSM6987144
X204551090057_R01C02,GSM6987145
X204551090057_R02C02,GSM6987146
X204551090057_R03C02,GSM6987147
X204551090057_R04C02,GSM6987148
X204551090057_R05C02,GSM6987149
X204551090057_R06C02,GSM6987150
X204551090023_R01C01,GSM6987151
X204551090023_R02C01,GSM6987152
X204551090023_R03C01,GSM6987153
X204551090023_R04C01,GSM6987154
X204551090023_R05C01,GSM6987155
X204551090023_R06C01,GSM6987156
X204551090023_R01C02,GSM6987157
X204551090023_R02C02,GSM6987158
X204551090023_R03C02,GSM6987159
X204551090023_R04C02,GSM6987160
X204551090023_R05C02,GSM6987161
X204551090023_R06C02,GSM6987162
X204529320038_R01C01,GSM6987163
X204529320038_R02C01,GSM6987164
X204529320038_R03C01,GSM6987165
X204529320038_R04C01,GSM6987166
X204529320038_R05C01,GSM6987167
X204529320038_R06C01,GSM6987168
X204529320038_R01C02,GSM6987169
X204529320038_R02C02,GSM6987170
X204529320038_R03C02,GSM6987171
X204529320038_R04C02,GSM6987172
X204529320038_R05C02,GSM6987173
X204529320038_R06C02,GSM6987174
X204529320051_R01C01,GSM6987175
X204529320051_R02C01,GSM6987176
X204529320051_R03C01,GSM6987177
X204529320051_R04C01,GSM6987178
X204529320051_R05C01,GSM6987179
X204529320051_R06C01,GSM6987180
X204529320051_R01C02,GSM6987181
X204529320051_R02C02,GSM6987182
X204529320051_R03C02,GSM6987183
X204529320051_R04C02,GSM6987184
X204529320051_R05C02,GSM6987185
X204529320051_R06C02,GSM6987186
X204529320059_R01C01,GSM6987187
X204529320059_R02C01,GSM6987188
X204529320059_R03C01,GSM6987189
X204529320059_R04C01,GSM6987190
X204529320059_R05C01,GSM6987191
X204529320059_R06C01,GSM6987192
X204529320059_R01C02,GSM6987193
X204529320059_R02C02,GSM6987194
X204529320059_R03C02,GSM6987195
X204529320059_R04C02,GSM6987196
X204529320059_R05C02,GSM6987197
X204529320059_R06C02,GSM6987198
X204529320040_R01C01,GSM6987199
X204529320040_R02C01,GSM6987200
X204529320040_R03C01,GSM6987201
X204529320040_R04C01,GSM6987202
X204529320040_R05C01,GSM6987203
X204529320040_R06C01,GSM6987204
X204529320040_R01C02,GSM6987205
X204529320040_R02C02,GSM6987206
X204529320040_R03C02,GSM6987207
X204529320040_R04C02,GSM6987208
X204529320040_R05C02,GSM6987209
X204529320040_R06C02,GSM6987210
X204529320048_R01C01,GSM6987211
X204529320048_R02C01,GSM6987212
X204529320048_R03C01,GSM6987213
X204529320048_R04C01,GSM6987214
X204529320048_R05C01,GSM6987215
X204529320048_R06C01,GSM6987216
X204529320048_R01C02,GSM6987217
X204529320048_R02C02,GSM6987218
X204529320048_R03C02,GSM6987219
X204529320048_R04C02,GSM6987220
X204529320048_R05C02,GSM6987221
X204529320048_R06C02,GSM6987222
X204529320054_R01C01,GSM6987223
X204529320054_R02C01,GSM6987224
X204529320054_R03C01,GSM6987225
X204529320054_R04C01,GSM6987226
X204529320054_R05C01,GSM6987227
X204529320054_R06C01,GSM6987228
X204529320054_R01C02,GSM6987229
X204529320054_R02C02,GSM6987230
X204529320054_R03C02,GSM6987231
X204529320054_R04C02,GSM6987232
X204529320054_R05C02,GSM6987233
X204529320054_R06C02,GSM6987234
X204529320031_R01C01,GSM6987235
X204529320031_R02C01,GSM6987236
X204529320031_R03C01,GSM6987237
X204529320031_R04C01,GSM6987238
X204529320031_R05C01,GSM6987239
X204529320031_R06C01,GSM6987240
X204529320031_R01C02,GSM6987241
X204529320031_R04C02,GSM6987242
X204529320031_R05C02,GSM6987243
X204529320031_R06C02,GSM6987244
X204529320115_R01C01,GSM6987245
X204529320115_R02C01,GSM6987246
X204529320115_R03C01,GSM6987247
X204529320115_R04C01,GSM6987248
X204529320115_R05C01,GSM6987249
X204529320115_R06C01,GSM6987250
X204529320115_R01C02,GSM6987251
X204529320115_R02C02,GSM6987252
X204529320115_R03C02,GSM6987253
X204529320115_R04C02,GSM6987254
X204529320115_R05C02,GSM6987255
X204529320115_R06C02,GSM6987256
X204529320039_R01C01,GSM6987257
X204529320039_R02C01,GSM6987258
X204529320039_R03C01,GSM6987259
X204529320039_R04C01,GSM6987260
X204529320039_R05C01,GSM6987261
X204529320039_R06C01,GSM6987262
X204529320039_R01C02,GSM6987263
X204529320039_R02C02,GSM6987264
X204529320039_R03C02,GSM6987265
X204529320039_R04C02,GSM6987266
X204529320039_R05C02,GSM6987267
X204529320039_R06C02,GSM6987268
X204529320032_R01C01,GSM6987269
X204529320032_R02C01,GSM6987270
X204529320032_R03C01,GSM6987271
X204529320032_R04C01,GSM6987272
X204529320032_R05C01,GSM6987273
X204529320032_R06C01,GSM6987274
X204529320032_R01C02,GSM6987275
X204529320032_R02C02,GSM6987276
X204529320032_R03C02,GSM6987277
X204529320032_R04C02,GSM6987278
X204529320032_R05C02,GSM6987279
X204529320032_R06C02,GSM6987280
X204529320041_R01C01,GSM6987281
X204529320041_R02C01,GSM6987282
X204529320041_R03C01,GSM6987283
X204529320041_R04C01,GSM6987284
X204529320041_R05C01,GSM6987285
X204529320041_R06C01,GSM6987286
X204529320041_R01C02,GSM6987287
X204529320041_R02C02,GSM6987288
X204529320041_R03C02,GSM6987289
X204529320041_R04C02,GSM6987290
X204529320041_R05C02,GSM6987291
X204529320041_R06C02,GSM6987292
X204529320103_R01C01,GSM6987293
X204529320103_R02C01,GSM6987294
X204529320103_R03C01,GSM6987295
X204529320103_R04C01,GSM6987296
X204529320103_R05C01,GSM6987297
X204529320103_R06C01,GSM6987298
X204529320103_R01C02,GSM6987299
X204529320103_R02C02,GSM6987300
X204529320103_R03C02,GSM6987301
X204529320103_R04C02,GSM6987302
X204529320103_R05C02,GSM6987303
X204529320103_R06C02,GSM6987304
X204529320105_R01C01,GSM6987305
X204529320105_R02C01,GSM6987306
X204529320105_R03C01,GSM6987307
X204529320105_R04C01,GSM6987308
X204529320105_R05C01,GSM6987309
X204529320105_R06C01,GSM6987310
X204529320105_R01C02,GSM6987311
X204529320105_R02C02,GSM6987312
X204529320105_R03C02,GSM6987313
X204529320105_R04C02,GSM6987314
X204529320105_R05C02,GSM6987315
X204529320105_R06C02,GSM6987316
X204529320053_R01C01,GSM6987317
X204529320053_R02C01,GSM6987318
X204529320053_R03C01,GSM6987319
X204529320053_R04C01,GSM6987320
X204529320053_R05C01,GSM6987321
X204529320053_R06C01,GSM6987322
X204529320053_R01C02,GSM6987323
X204529320053_R02C02,GSM6987324
X204529320053_R03C02,GSM6987325
X204529320053_R04C02,GSM6987326
X204529320053_R05C02,GSM6987327
X204529320053_R06C02,GSM6987328
X204529320113_R01C01,GSM6987329
X204529320113_R02C01,GSM6987330
X204529320113_R03C01,GSM6987331
X204529320113_R04C01,GSM6987332
X204529320113_R05C01,GSM6987333
X204529320113_R06C01,GSM6987334
X205128010024_R01C01,GSM6987335
X205128010024_R02C01,GSM6987336
X205128010024_R03C01,GSM6987337
X205128010024_R04C01,GSM6987338
X205128010024_R05C01,GSM6987339
X205128010024_R06C01,GSM6987340
X205128010024_R01C02,GSM6987341
X205128010024_R02C02,GSM6987342
X205128010024_R03C02,GSM6987343
X205128010024_R04C02,GSM6987344
X205128010024_R05C02,GSM6987345
X205128010024_R06C02,GSM6987346
X205128010023_R01C01,GSM6987347
X205128010023_R02C01,GSM6987348
X205128010023_R03C01,GSM6987349
X205128010023_R04C01,GSM6987350
X205128010023_R05C01,GSM6987351
X205128010023_R06C01,GSM6987352
X205128010023_R01C02,GSM6987353
X205128010023_R02C02,GSM6987354
X205128010023_R03C02,GSM6987355
X205128010023_R04C02,GSM6987356
X205128010023_R05C02,GSM6987357
X205128010023_R06C02,GSM6987358
X205128010030_R01C01,GSM6987359
X205128010030_R02C01,GSM6987360
X205128010030_R03C01,GSM6987361
X205128010030_R04C01,GSM6987362
X205128010030_R05C01,GSM6987363
X205128010030_R06C01,GSM6987364
X205128010030_R01C02,GSM6987365
X205128010030_R02C02,GSM6987366
X205128010030_R03C02,GSM6987367
X205128010030_R04C02,GSM6987368
X205128010030_R05C02,GSM6987369
X205128010030_R06C02,GSM6987370
X205128010037_R01C01,GSM6987371
X205128010037_R02C01,GSM6987372
X205128010037_R03C01,GSM6987373
X205128010037_R04C01,GSM6987374
X205128010037_R05C01,GSM6987375
X205128010037_R06C01,GSM6987376
X205128010037_R01C02,GSM6987377
X205128010037_R02C02,GSM6987378
X205128010037_R03C02,GSM6987379
X205128010037_R04C02,GSM6987380
X205128010037_R05C02,GSM6987381
X205128010037_R06C02,GSM6987382
X205128010001_R01C01,GSM6987383
X205128010001_R02C01,GSM6987384
X205128010001_R03C01,GSM6987385
X205128010001_R04C01,GSM6987386
X205128010001_R05C01,GSM6987387
X205128010001_R06C01,GSM6987388
X205128010001_R01C02,GSM6987389
X205128010001_R02C02,GSM6987390
X205128010001_R03C02,GSM6987391
X205128010001_R04C02,GSM6987392
X205128010001_R05C02,GSM6987393
X205128010001_R06C02,GSM6987394
X205128010026_R01C01,GSM6987395
X205128010026_R02C01,GSM6987396
X205128010026_R03C01,GSM6987397
X205128010026_R04C01,GSM6987398
X205128010026_R05C01,GSM6987399
X205128010026_R06C01,GSM6987400
X205128010026_R01C02,GSM6987401
X205128010026_R02C02,GSM6987402
X205128010026_R03C02,GSM6987403
X205128010026_R04C02,GSM6987404
X205128010026_R05C02,GSM6987405
X205128010026_R06C02,GSM6987406
X205128010038_R01C01,GSM6987407
X205128010038_R02C01,GSM6987408
X205128010038_R03C01,GSM6987409
X205128010038_R04C01,GSM6987410
X205128010038_R05C01,GSM6987411
X205128010038_R06C01,GSM6987412
X205128010038_R01C02,GSM6987413
X205128010038_R02C02,GSM6987414
X205128010038_R03C02,GSM6987415
X205128010038_R04C02,GSM6987416
X205128010038_R05C02,GSM6987417
X205128010038_R06C02,GSM6987418
X205128010041_R01C01,GSM6987419
X205128010041_R02C01,GSM6987420
X205128010041_R03C01,GSM6987421
X205128010041_R04C01,GSM6987422
X205128010041_R05C01,GSM6987423
X205128010041_R06C01,GSM6987424
X205128010041_R01C02,GSM6987425
X205128010041_R02C02,GSM6987426
X205128010041_R03C02,GSM6987427
X205128010041_R04C02,GSM6987428
X205128010041_R05C02,GSM6987429
X205128010041_R06C02,GSM6987430
X205128010021_R01C01,GSM6987431
X205128010021_R02C01,GSM6987432
X205128010021_R03C01,GSM6987433
X205128010021_R04C01,GSM6987434
X205128010021_R05C01,GSM6987435
X205128010021_R06C01,GSM6987436
X205128010021_R01C02,GSM6987437
X205128010021_R02C02,GSM6987438
X205128010021_R03C02,GSM6987439
X205128010021_R04C02,GSM6987440
X205128010021_R05C02,GSM6987441
X205128010021_R06C02,GSM6987442
X205128010032_R01C01,GSM6987443
X205128010032_R02C01,GSM6987444
X205128010032_R03C01,GSM6987445
X205128010032_R04C01,GSM6987446
X205128010032_R05C01,GSM6987447
X205128010032_R06C01,GSM6987448
X205128010032_R01C02,GSM6987449
X205128010032_R02C02,GSM6987450
X205128010032_R03C02,GSM6987451
X205128010032_R04C02,GSM6987452
X205128010032_R05C02,GSM6987453
X205128010032_R06C02,GSM6987454
X205128010027_R01C01,GSM6987455
X205128010027_R02C01,GSM6987456
X205128010027_R03C01,GSM6987457
X205128010027_R04C01,GSM6987458
X205128010027_R05C01,GSM6987459
X205128010027_R06C01,GSM6987460
X205128010027_R01C02,GSM6987461
X205128010027_R02C02,GSM6987462
X205128010027_R03C02,GSM6987463
X205128010027_R04C02,GSM6987464
X205128010027_R05C02,GSM6987465
X205128010027_R06C02,GSM6987466
X205128010045_R01C01,GSM6987467
X205128010045_R02C01,GSM6987468
X205128010045_R03C01,GSM6987469
X205128010045_R04C01,GSM6987470
X205128010045_R05C01,GSM6987471
X205128010045_R06C01,GSM6987472
X205128010045_R01C02,GSM6987473
X205128010045_R02C02,GSM6987474
X205128010045_R03C02,GSM6987475
X205128010045_R04C02,GSM6987476
X205128010045_R05C02,GSM6987477
X205128010045_R06C02,GSM6987478
X205128010046_R01C01,GSM6987479
X205128010046_R02C01,GSM6987480
X205128010046_R03C01,GSM6987481
X205128010046_R04C01,GSM6987482
X205128010046_R05C01,GSM6987483
X205128010046_R06C01,GSM6987484
X205128010046_R01C02,GSM6987485
X205128010046_R02C02,GSM6987486
X205128010046_R03C02,GSM6987487
X205128010046_R04C02,GSM6987488
X205128010046_R05C02,GSM6987489
X205128010046_R06C02,GSM6987490
X205128010043_R01C01,GSM6987491
X205128010043_R02C01,GSM6987492
X205128010043_R03C01,GSM6987493
X205128010043_R04C01,GSM6987494
X205128010043_R05C01,GSM6987495
X205128010043_R06C01,GSM6987496
X205128010043_R01C02,GSM6987497
X205128010043_R02C02,GSM6987498
X205128010043_R03C02,GSM6987499
X205128010043_R04C02,GSM6987500
X205128010043_R05C02,GSM6987501
X205128010043_R06C02,GSM6987502
X205128010044_R01C01,GSM6987503
X205128010044_R02C01,GSM6987504
X205128010044_R03C01,GSM6987505
X205128010044_R04C01,GSM6987506
X205128010044_R05C01,GSM6987507
X205128010044_R06C01,GSM6987508
X205128010044_R01C02,GSM6987509
X205128010044_R02C02,GSM6987510
X205128010044_R03C02,GSM6987511
X205128010044_R04C02,GSM6987512
X205128010044_R05C02,GSM6987513
X205128010044_R06C02,GSM6987514
X205128010031_R01C01,GSM6987515
X205128010031_R02C01,GSM6987516
X205128010031_R03C01,GSM6987517
X205128010031_R04C01,GSM6987518
X205128010031_R05C01,GSM6987519
X205128010031_R06C01,GSM6987520
X205128010031_R01C02,GSM6987521
X205128010031_R02C02,GSM6987522
X205128010031_R03C02,GSM6987523
X205128010031_R04C02,GSM6987524
X205128010031_R05C02,GSM6987525
X205128010031_R06C02,GSM6987526
X205128010002_R01C01,GSM6987527
X205128010002_R02C01,GSM6987528
X205128010002_R03C01,GSM6987529
X205128010002_R04C01,GSM6987530
X205128010002_R05C01,GSM6987531
X205128010002_R06C01,GSM6987532
X205128010002_R01C02,GSM6987533
X205128010002_R02C02,GSM6987534
X205128010002_R03C02,GSM6987535
X205128010002_R04C02,GSM6987536
X205128010002_R05C02,GSM6987537
X205128010002_R06C02,GSM6987538
X205128010039_R01C01,GSM6987539
X205128010039_R02C01,GSM6987540
X205128010039_R03C01,GSM6987541
X205128010039_R04C01,GSM6987542
X205128010039_R05C01,GSM6987543
X205128010039_R06C01,GSM6987544
X205128010039_R01C02,GSM6987545
X205128010039_R02C02,GSM6987546
X205128010039_R03C02,GSM6987547
X205128010039_R04C02,GSM6987548
X205128010039_R05C02,GSM6987549
X205128010039_R06C02,GSM6987550
X205128010025_R01C01,GSM6987551
X205128010025_R02C01,GSM6987552
X205128010025_R03C01,GSM6987553
X205128010025_R04C01,GSM6987554
X205128010025_R05C01,GSM6987555
X205128010025_R06C01,GSM6987556
X205128010025_R01C02,GSM6987557
X205128010025_R02C02,GSM6987558
X205128010025_R03C02,GSM6987559
X205128010025_R04C02,GSM6987560
X205128010025_R05C02,GSM6987561
X205128010025_R06C02,GSM6987562
X205128010020_R01C01,GSM6987563
X205128010020_R02C01,GSM6987564
X205128010020_R03C01,GSM6987565
X205128010020_R04C01,GSM6987566
X205128010020_R05C01,GSM6987567
X205128010020_R06C01,GSM6987568
X205128010020_R01C02,GSM6987569
X205128010020_R02C02,GSM6987570
X205128010020_R03C02,GSM6987571
X205128010020_R04C02,GSM6987572
X205128010020_R05C02,GSM6987573
X205128010020_R06C02,GSM6987574
X205854170017_R01C01,GSM6987575
X205854170017_R02C01,GSM6987576
X205854170017_R03C01,GSM6987577
X205854170017_R04C01,GSM6987578
X205854170017_R05C01,GSM6987579
X205854170017_R06C01,GSM6987580
X205854170017_R01C02,GSM6987581
X205854170017_R02C02,GSM6987582
X205854170017_R03C02,GSM6987583
X205854170017_R04C02,GSM6987584
X205854170017_R05C02,GSM6987585
X205854170017_R06C02,GSM6987586
X205854170029_R01C01,GSM6987587
X205854170029_R02C01,GSM6987588
X205854170029_R03C01,GSM6987589
X205854170029_R04C01,GSM6987590
X205854170029_R05C01,GSM6987591
X205854170029_R06C01,GSM6987592
X205854170029_R01C02,GSM6987593
X205854170029_R02C02,GSM6987594
X205854170029_R03C02,GSM6987595
X205854170029_R04C02,GSM6987596
X205854170029_R05C02,GSM6987597
X205854170029_R06C02,GSM6987598
X205854170010_R01C01,GSM6987599
X205854170010_R02C01,GSM6987600
X205854170010_R03C01,GSM6987601
X205854170010_R04C01,GSM6987602
X205854170010_R05C01,GSM6987603
X205854170010_R06C01,GSM6987604
X205854170010_R01C02,GSM6987605
X205854170010_R02C02,GSM6987606
X205854170010_R03C02,GSM6987607
X205854170010_R04C02,GSM6987608
X205854170010_R05C02,GSM6987609
X205854170010_R06C02,GSM6987610
X205863120006_R01C01,GSM6987611
X205863120006_R02C01,GSM6987612
X205863120006_R03C01,GSM6987613
X205863120006_R04C01,GSM6987614
X205863120006_R06C01,GSM6987615
X205863120006_R01C02,GSM6987616
X205863120006_R02C02,GSM6987617
X205863120006_R03C02,GSM6987618
X205863120006_R04C02,GSM6987619
X205863120006_R05C02,GSM6987620
X205863120006_R06C02,GSM6987621
X205854170030_R01C01,GSM6987622
X205854170030_R02C01,GSM6987623
X205854170030_R03C01,GSM6987624
X205854170030_R04C01,GSM6987625
X205854170030_R05C01,GSM6987626
X205854170030_R06C01,GSM6987627
X205854170030_R01C02,GSM6987628
X205854170030_R02C02,GSM6987629
X205854170030_R03C02,GSM6987630
X205854170030_R04C02,GSM6987631
X205854170030_R05C02,GSM6987632
X205854170030_R06C02,GSM6987633
X205854170028_R01C01,GSM6987634
X205854170028_R05C01,GSM6987635
X205854170028_R06C01,GSM6987636
X205854170028_R01C02,GSM6987637
X205854170028_R02C02,GSM6987638
X205854170028_R03C02,GSM6987639
X205854170028_R04C02,GSM6987640
X205854170028_R05C02,GSM6987641
X205854170028_R06C02,GSM6987642
X205863120005_R02C01,GSM6987643
X205863120005_R03C01,GSM6987644
X205863120005_R04C01,GSM6987645
X205863120005_R05C01,GSM6987646
X205863120005_R05C02,GSM6987647
X205863120005_R06C02,GSM6987648
X205854170019_R01C01,GSM6987649
X205854170019_R02C01,GSM6987650
X205854170019_R03C01,GSM6987651
X205854170019_R04C01,GSM6987652
X205854170019_R05C01,GSM6987653
X205854170019_R06C01,GSM6987654
X205854170019_R02C02,GSM6987655
X205854170019_R03C02,GSM6987656
X205854170019_R04C02,GSM6987657
X205854170019_R05C02,GSM6987658
X205854170019_R06C02,GSM6987659
X205854170027_R01C01,GSM6987660
X205854170027_R02C01,GSM6987661
X205854170027_R03C01,GSM6987662
X205854170027_R04C01,GSM6987663
X205854170027_R05C01,GSM6987664
X205854170027_R06C01,GSM6987665
X205854170027_R01C02,GSM6987666
X205854170027_R02C02,GSM6987667
X205854170027_R03C02,GSM6987668
X205854170027_R04C02,GSM6987669
X205854170027_R05C02,GSM6987670
X205854170027_R06C02,GSM6987671
X205854170005_R01C01,GSM6987672
X205854170005_R02C01,GSM6987673
X205854170005_R03C01,GSM6987674
X205854170005_R04C01,GSM6987675
X205854170005_R05C01,GSM6987676
X205854170005_R06C01,GSM6987677
X205854170005_R01C02,GSM6987678
X205854170005_R02C02,GSM6987679
X205854170005_R03C02,GSM6987680
X205854170005_R04C02,GSM6987681
X205854170005_R05C02,GSM6987682
X205854170005_R06C02,GSM6987683
X205854170025_R01C01,GSM6987684
X205854170025_R02C01,GSM6987685
X205854170025_R03C01,GSM6987686
X205854170025_R04C01,GSM6987687
X205854170025_R05C01,GSM6987688
X205854170025_R06C01,GSM6987689
X205854170025_R01C02,GSM6987690
X205854170025_R02C02,GSM6987691
X205854170025_R03C02,GSM6987692
X205854170025_R04C02,GSM6987693
X205854170025_R05C02,GSM6987694
X203531420081_R01C01,GSM6987695
X203531420081_R02C01,GSM6987696
X203531420081_R03C01,GSM6987697
X203531420081_R04C01,GSM6987698
