SpeciesCommonName,SpeciesLatinName,Tissue,Female,Age,SID
Mountain goat,Oreamnos americanus,Muscle,0,10,X205483080032_R05C02
Mountain goat,Oreamnos americanus,Skin,1,6,X205483080032_R06C01
Mountain goat,Oreamnos americanus,Skin,1,6,X205483080032_R06C02
Mouse,Mus musculus,Liver,1,0.416666667,X205483080033_R02C01
Mouse,Mus musculus,Liver,1,1.75,X205483080033_R03C01
Mouse,Mus musculus,Liver,1,0.416666667,X205483080033_R04C01
Mouse,Mus musculus,Liver,1,1.75,X205483080033_R04C02
Mouse,Mus musculus,Liver,1,1.75,X205483080033_R06C01
Mouse,Mus musculus,Liver,1,1.75,X205483080033_R06C02
Cattle,Bos taurus,Skin,0,3.956164384,X205483080034_R01C01
Cattle,Bos taurus,Skin,0,3.016438356,X205483080034_R01C02
Cattle,Bos taurus,Skin,0,3.830136986,X205483080034_R02C01
Cattle,Bos taurus,Skin,0,2.583561644,X205483080034_R02C02
Cattle,Bos taurus,Skin,0,2.312328767,X205483080034_R03C01
Cattle,Bos taurus,Skin,0,2.936986301,X205483080034_R03C02
Cattle,Bos taurus,Skin,0,2.02739726,X205483080034_R04C01
Cattle,Bos taurus,Skin,0,2.849315068,X205483080034_R04C02
Cattle,Bos taurus,Skin,0,2.545205479,X205483080034_R05C01
Cattle,Bos taurus,Skin,0,1.736986301,X205483080034_R05C02
Cattle,Bos taurus,Skin,0,2.676712329,X205483080034_R06C01
Cattle,Bos taurus,Skin,0,2.989041096,X205483080034_R06C02
Cattle,Bos taurus,Skin,0,4.408219178,X205483080035_R01C01
Cattle,Bos taurus,Skin,0,4.764383562,X205483080035_R01C02
Cattle,Bos taurus,Skin,0,2.180821918,X205483080035_R02C01
Cattle,Bos taurus,Skin,0,1.975342466,X205483080035_R02C02
Cattle,Bos taurus,Skin,0,5.57260274,X205483080035_R03C01
Cattle,Bos taurus,Skin,0,2.254794521,X205483080035_R03C02
Cattle,Bos taurus,Skin,0,2.298630137,X205483080035_R04C01
Cattle,Bos taurus,Skin,0,2.065753425,X205483080035_R04C02
Cattle,Bos taurus,Skin,0,3.364383562,X205483080035_R05C01
Cattle,Bos taurus,Skin,0,2.389041096,X205483080035_R05C02
Cattle,Bos taurus,Skin,0,3.068493151,X205483080035_R06C01
Cattle,Bos taurus,Skin,0,3.057534247,X205483080035_R06C02
Mouse,Mus musculus,Striatum,1,0.5,X205483080036_R01C01
Mouse,Mus musculus,Striatum,0,0.5,X205483080036_R01C02
Mouse,Mus musculus,Striatum,0,0.166666667,X205483080036_R02C01
Mouse,Mus musculus,Striatum,0,0.5,X205483080036_R02C02
Mouse,Mus musculus,Striatum,1,0.5,X205483080036_R03C01
Mouse,Mus musculus,Striatum,1,0.5,X205483080036_R03C02
Mouse,Mus musculus,Striatum,1,0.5,X205483080036_R04C01
Mouse,Mus musculus,Striatum,0,0.166666667,X205483080036_R04C02
Mouse,Mus musculus,Striatum,0,0.166666667,X205483080036_R05C01
Mouse,Mus musculus,Striatum,1,0.5,X205483080036_R05C02
Mouse,Mus musculus,Striatum,1,0.166666667,X205483080036_R06C01
Mouse,Mus musculus,Striatum,1,0.5,X205483080036_R06C02
Mouse,Mus musculus,Cortex,0,0.166666667,X205483080037_R01C01
Mouse,Mus musculus,Cortex,1,0.5,X205483080037_R01C02
Mouse,Mus musculus,Cortex,1,0.166666667,X205483080037_R02C01
Mouse,Mus musculus,Cortex,1,0.5,X205483080037_R02C02
Mouse,Mus musculus,Cortex,1,0.166666667,X205483080037_R03C01
Mouse,Mus musculus,Cortex,0,0.166666667,X205483080037_R03C02
Mouse,Mus musculus,Cortex,0,0.5,X205483080037_R04C01
Mouse,Mus musculus,Cortex,1,0.166666667,X205483080037_R04C02
Mouse,Mus musculus,Cortex,1,0.5,X205483080037_R05C01
Mouse,Mus musculus,Cortex,0,0.5,X205483080037_R05C02
Mouse,Mus musculus,Cortex,0,0.166666667,X205483080037_R06C01
Mouse,Mus musculus,Cortex,0,0.5,X205483080037_R06C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080038_R01C01
Big brown bat,Eptesicus fuscus,Skin,1,,X205483080038_R01C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080038_R02C01
Seba's short-tailed bat,Carollia perspicillata,Skin,0,,X205483080038_R02C02
Big brown bat,Eptesicus fuscus,Skin,1,,X205483080038_R03C01
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080038_R03C02
Big brown bat,Eptesicus fuscus,Skin,1,0.72,X205483080038_R04C01
Greater spear-nosed bat,Phyllostomus hastatus,Skin,1,,X205483080038_R04C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080038_R05C01
Big brown bat,Eptesicus fuscus,Skin,0,,X205483080038_R05C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080038_R06C01
Big brown bat,Eptesicus fuscus,Skin,1,1.1,X205483080038_R06C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080039_R01C01
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080039_R01C02
Big brown bat,Eptesicus fuscus,Skin,1,,X205483080039_R02C01
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080039_R02C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,1,,X205483080039_R03C01
Big brown bat,Eptesicus fuscus,Skin,0,1.72,X205483080039_R03C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080039_R04C01
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080039_R04C02
Big brown bat,Eptesicus fuscus,Skin,0,0.72,X205483080039_R05C01
Seba's short-tailed bat,Carollia perspicillata,Skin,0,,X205483080039_R05C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,1,,X205483080039_R06C01
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080039_R06C02
Cinereus shrew,Sorex cinereus,Tail,1,0.291666667,X205483080040_R01C01
Cinereus shrew,Sorex cinereus,Tail,1,0.166666667,X205483080040_R01C02
Cinereus shrew,Sorex cinereus,Tail,0,0.166666667,X205483080040_R02C01
Cinereus shrew,Sorex cinereus,Tail,0,1,X205483080040_R02C02
Cinereus shrew,Sorex cinereus,Tail,0,0.25,X205483080040_R03C01
Cinereus shrew,Sorex cinereus,Tail,0,1,X205483080040_R03C02
Cinereus shrew,Sorex cinereus,Tail,1,0.416666,X205483080040_R04C01
Cinereus shrew,Sorex cinereus,Tail,0,1,X205483080040_R04C02
Cinereus shrew,Sorex cinereus,Tail,0,0.916666667,X205483080040_R05C01
Cinereus shrew,Sorex cinereus,Tail,1,1,X205483080040_R05C02
Cinereus shrew,Sorex cinereus,Tail,1,0.166666667,X205483080040_R06C01
Cinereus shrew,Sorex cinereus,Tail,0,0.916666667,X205483080040_R06C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,1,,X205483080041_R01C01
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080041_R01C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,1,,X205483080041_R02C01
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080041_R02C02
Big brown bat,Eptesicus fuscus,Skin,1,2.56,X205483080041_R03C01
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080041_R03C02
Big brown bat,Eptesicus fuscus,Skin,0,5.6,X205483080041_R04C01
Big brown bat,Eptesicus fuscus,Skin,0,1.1,X205483080041_R04C02
Big brown bat,Eptesicus fuscus,Skin,1,4.6,X205483080041_R05C01
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080041_R05C02
Greater spear-nosed bat,Phyllostomus hastatus,Skin,1,,X205483080041_R06C01
Greater spear-nosed bat,Phyllostomus hastatus,Skin,0,,X205483080041_R06C02
Cattle,Bos taurus,Skin,0,4.235616438,X205483080043_R01C01
Cattle,Bos taurus,Skin,0,3.553424658,X205483080043_R01C02
Cattle,Bos taurus,Skin,0,4.279452055,X205483080043_R02C01
Cattle,Bos taurus,Skin,0,6.090410959,X205483080043_R02C02
Cattle,Bos taurus,Skin,0,5.695890411,X205483080043_R03C01
Cattle,Bos taurus,Skin,0,5.531506849,X205483080043_R03C02
Cattle,Bos taurus,Skin,0,2.180821918,X205483080043_R04C01
Cattle,Bos taurus,Skin,0,2.394520548,X205483080043_R04C02
Cattle,Bos taurus,Skin,0,2.838356164,X205483080043_R05C01
Cattle,Bos taurus,Skin,0,7.898630137,X205483080043_R05C02
Cattle,Bos taurus,Skin,0,6.95890411,X205483080043_R06C01
Cattle,Bos taurus,Skin,0,6.936986301,X205483080043_R06C02
Mouse,Mus musculus,Liver,1,0.416666667,X205483080044_R01C01
Mouse,Mus musculus,Liver,1,1.75,X205483080044_R02C01
Mouse,Mus musculus,Liver,1,1.75,X205483080044_R03C01
Mouse,Mus musculus,Liver,1,1.75,X205483080044_R05C02
Spiny mouse,Acomys cahirinus,Liver,,,X205600840001_R01C01
Libyan jird,Meriones libycus,Liver,,,X205600840001_R01C02
Black rat,Rattus rattus,Liver,,,X205600840001_R02C01
Rat,Rattus norvegicus,Liver,,,X205600840001_R03C01
Desert hedgehog,Paraechinus aethiopicus,Liver,,,X205600840001_R03C02
Cheesman's gerbil,Gerbillus cheesmani,Liver,,,X205600840001_R04C01
Baluchistan gerbil,Gerbillus nanus,Liver,,,X205600840001_R05C01
Egyptian fruit bat,Rousettus aegyptiacus,Liver,,,X205600840001_R05C02
King jird,Meriones rex,Liver,,,X205600840001_R06C01
Lesser mouse-tailed bat,Rhinopoma hardwickii,Liver,,,X205600840001_R06C02
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840002_R03C01
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840002_R03C02
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840002_R04C01
Human,Homo sapiens,Blood,0,53.52500187,X205600840003_R01C01
Human,Homo sapiens,Blood,0,47.92076503,X205600840003_R01C02
Human,Homo sapiens,Blood,0,71.2109589,X205600840003_R02C01
Human,Homo sapiens,Blood,1,57.69145894,X205600840003_R02C02
Human,Homo sapiens,Blood,0,73.24590164,X205600840003_R03C01
Human,Homo sapiens,Blood,0,83.47671233,X205600840003_R04C01
Human,Homo sapiens,Blood,0,78.42739726,X205600840003_R04C02
Human,Homo sapiens,Blood,0,67.18630137,X205600840003_R05C01
Human,Homo sapiens,Blood,1,60.70117524,X205600840003_R05C02
Human,Homo sapiens,Blood,0,57.45205479,X205600840003_R06C01
Human,Homo sapiens,Blood,1,66.2704918,X205600840003_R06C02
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840004_R02C02
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840004_R05C01
Naked mole rat,Heterocephalus glaber,Fetus,,-0.082191781,X205600840004_R05C02
Dog,Canis lupus familiaris,Blood,0,9.6,X205600840005_R01C01
Dog,Canis lupus familiaris,Blood,0,7.9,X205600840005_R01C02
Dog,Canis lupus familiaris,Blood,0,0.2,X205600840005_R02C01
Dog,Canis lupus familiaris,Blood,0,2.8,X205600840005_R02C02
Dog,Canis lupus familiaris,Blood,0,3.3,X205600840005_R03C02
Dog,Canis lupus familiaris,Blood,0,14.3,X205600840005_R04C01
Dog,Canis lupus familiaris,Blood,1,11,X205600840005_R04C02
Dog,Canis lupus familiaris,Blood,1,1.2,X205600840005_R05C01
Dog,Canis lupus familiaris,Blood,1,6.7,X205600840005_R05C02
Dog,Canis lupus familiaris,Blood,0,12.2,X205600840005_R06C01
Dog,Canis lupus familiaris,Blood,0,7.6,X205600840005_R06C02
King jird,Meriones rex,Spleen,,,X205600840007_R01C01
King jird,Meriones rex,Lung,,,X205600840007_R01C02
Spiny mouse,Acomys cahirinus,Spleen,,,X205600840007_R02C01
Libyan jird,Meriones libycus,Ear,,,X205600840007_R02C02
Black rat,Rattus rattus,Spleen,,,X205600840007_R03C01
Lesser Egyptian jerboa,Jaculus jaculus,Ear,,,X205600840007_R03C02
Rat,Rattus norvegicus,Lung,,,X205600840007_R04C01
Desert hedgehog,Paraechinus aethiopicus,Ear,,,X205600840007_R04C02
Cheesman's gerbil,Gerbillus cheesmani,Lung,,,X205600840007_R05C01
Lesser Egyptian jerboa,Jaculus jaculus,Spleen,,,X205600840007_R05C02
Baluchistan gerbil,Gerbillus nanus,Lung,,,X205600840007_R06C01
Little free-tailed bat,Chaerephon pumilus,Spleen,,,X205600840007_R06C02
Egyptian fruit bat,Rousettus aegyptiacus,Spleen,,,X205600840008_R01C01
Lesser mouse-tailed bat,Rhinopoma hardwickii,Spleen,,,X205600840008_R02C01
Spiny mouse,Acomys cahirinus,Lung,,,X205600840008_R02C02
Trident bat,Asellia tridens,Spleen,,,X205600840008_R03C01
Lesser Egyptian jerboa,Jaculus jaculus,Lung,,,X205600840008_R04C01
Spiny mouse,Acomys cahirinus,Liver,,,X205600840008_R05C01
Libyan jird,Meriones libycus,Liver,,,X205600840008_R06C01
King jird,Meriones rex,Lung,,,X205600840008_R06C02
Northern giant mouse lemur,Mirza zaza,Blood,0,18.06,X205600840009_R01C01
Pygmy slow loris,Nycticebus pygmaeus,Blood,1,19.89,X205600840009_R01C02
Slow loris,Nycticebus coucang,Blood,1,7.42,X205600840009_R02C01
Greater galago,Otolemur crassicaudatus,Blood,1,7.08,X205600840009_R02C02
Greater galago,Otolemur crassicaudatus,Blood,1,12.2,X205600840009_R03C02
Slow loris,Nycticebus coucang,Blood,0,22.18,X205600840009_R04C01
Greater galago,Otolemur crassicaudatus,Blood,1,14.69,X205600840009_R04C02
Pygmy slow loris,Nycticebus pygmaeus,Blood,1,0.7,X205600840009_R05C01
Potto(P.coquereli),Propithecus coquereli,Blood,1,0.1,X205600840009_R05C02
Pygmy slow loris,Nycticebus pygmaeus,Blood,0,8.99,X205600840009_R06C01
Potto(P.coquereli),Propithecus coquereli,Blood,0,12.14,X205600840009_R06C02
Human,Homo sapiens,Blood,0,70.73150685,X205600840011_R01C01
Human,Homo sapiens,Blood,0,67.32876712,X205600840011_R01C02
Human,Homo sapiens,Blood,1,82.44657534,X205600840011_R02C01
Human,Homo sapiens,Blood,0,66.40821918,X205600840011_R02C02
Human,Homo sapiens,Blood,1,61.3337675,X205600840011_R03C02
Human,Homo sapiens,Blood,1,56.12328767,X205600840011_R04C01
Human,Homo sapiens,Blood,0,63.16438356,X205600840011_R04C02
Human,Homo sapiens,Blood,0,85.13387978,X205600840011_R05C01
Human,Homo sapiens,Blood,0,84.27123288,X205600840011_R05C02
Human,Homo sapiens,Blood,1,81.68938543,X205600840011_R06C01
Human,Homo sapiens,Blood,0,49.5369863,X205600840011_R06C02
Human,Homo sapiens,Blood,1,68.74246575,X205600840014_R01C01
Human,Homo sapiens,Blood,1,68.11780822,X205600840014_R01C02
Human,Homo sapiens,Blood,1,65.51409537,X205600840014_R02C01
Human,Homo sapiens,Blood,0,83.82465753,X205600840014_R02C02
Human,Homo sapiens,Blood,0,52.21369863,X205600840014_R03C01
Human,Homo sapiens,Blood,0,60.83835616,X205600840014_R03C02
Human,Homo sapiens,Blood,0,72.83287671,X205600840014_R04C01
Human,Homo sapiens,Blood,1,63.48767123,X205600840014_R04C02
Human,Homo sapiens,Blood,1,83.83287671,X205600840014_R05C01
Human,Homo sapiens,Blood,1,58.11780822,X205600840014_R05C02
Human,Homo sapiens,Blood,0,80.33424658,X205600840014_R06C01
Human,Homo sapiens,Blood,0,58.43561644,X205600840014_R06C02
Trident bat,Asellia tridens,Liver,,,X205600840016_R01C01
King jird,Meriones rex,Ear,,,X205600840016_R01C02
Spiny mouse,Acomys cahirinus,Ear,,,X205600840016_R02C01
Spiny mouse,Acomys cahirinus,Ear,,,X205600840016_R02C02
Black rat,Rattus rattus,Ear,,,X205600840016_R03C01
Rat,Rattus norvegicus,Ear,,,X205600840016_R04C01
Rat,Rattus norvegicus,Spleen,,,X205600840016_R04C02
Cheesman's gerbil,Gerbillus cheesmani,Ear,,,X205600840016_R05C01
Cheesman's gerbil,Gerbillus cheesmani,Spleen,,,X205600840016_R05C02
Baluchistan gerbil,Gerbillus nanus,Ear,,,X205600840016_R06C01
Baluchistan gerbil,Gerbillus nanus,Spleen,,,X205600840016_R06C02
Fat-tailed dwarf lemur,Cheirogaleus medius,Blood,0,0.99,X205600840020_R01C01
White-headed lemur,Eulemur albifrons,Blood,0,19.65,X205600840020_R01C02
White-headed lemur,Eulemur albifrons,Blood,1,34.59,X205600840020_R02C02
Fat-tailed dwarf lemur,Cheirogaleus medius,Blood,0,29.62,X205600840020_R03C01
Collared brown lemur,Eulemur collaris,Blood,0,0.84,X205600840020_R03C02
Aye-aye,Daubentonia madagascariensis,Blood,1,0.7,X205600840020_R04C01
Collared brown lemur,Eulemur collaris,Blood,1,12.87,X205600840020_R04C02
Aye-aye,Daubentonia madagascariensis,Blood,1,14.13,X205600840020_R05C01
Collared brown lemur,Eulemur collaris,Blood,1,33.83,X205600840020_R05C02
Aye-aye,Daubentonia madagascariensis,Blood,1,36.67,X205600840020_R06C01
Crowned lemur,Eulemur coronatus,Blood,0,0.98,X205600840020_R06C02
Human,Homo sapiens,Blood,0,87.35068493,X205600840021_R01C01
Human,Homo sapiens,Blood,0,84.8739726,X205600840021_R01C02
Human,Homo sapiens,Blood,1,72.78356164,X205600840021_R02C01
Human,Homo sapiens,Blood,0,60.03835616,X205600840021_R02C02
Human,Homo sapiens,Blood,0,56.88493151,X205600840021_R03C01
Human,Homo sapiens,Blood,0,68.59602515,X205600840021_R03C02
Human,Homo sapiens,Blood,1,72.41643836,X205600840021_R04C01
Human,Homo sapiens,Blood,0,70.95890411,X205600840021_R04C02
Human,Homo sapiens,Blood,0,65.16438356,X205600840021_R05C01
Human,Homo sapiens,Blood,0,66.2739726,X205600840021_R05C02
Human,Homo sapiens,Blood,1,63.73424658,X205600840021_R06C01
Human,Homo sapiens,Blood,1,60.09863014,X205600840021_R06C02
Lesser hedgehog tenrec,Echinops telfairi,Skin,,2.166666667,X205600840022_R01C01
African mole rat,Cryptomys hottentotus,Brain,,,X205600840022_R01C02
Lesser hedgehog tenrec,Echinops telfairi,Liver,,2.166666667,X205600840022_R02C01
African mole rat,Cryptomys hottentotus,Muscle,,,X205600840022_R02C02
Lesser hedgehog tenrec,Echinops telfairi,Brain,,2.166666667,X205600840022_R03C01
African mole rat,Cryptomys hottentotus,Skin,,,X205600840022_R03C02
Lesser hedgehog tenrec,Echinops telfairi,Muscle,,2.166666667,X205600840022_R04C01
African mole rat,Cryptomys hottentotus,Liver,,,X205600840022_R04C02
Lesser hedgehog tenrec,Echinops telfairi,Skin,,2.166666667,X205600840022_R05C01
African mole rat,Cryptomys hottentotus,Muscle,,,X205600840022_R05C02
Lesser hedgehog tenrec,Echinops telfairi,Liver,,2.166666667,X205600840022_R06C01
African mole rat,Cryptomys hottentotus,Skin,,,X205600840022_R06C02
Human,Homo sapiens,Blood,1,55.75342466,X205600840023_R01C01
Human,Homo sapiens,Blood,1,76.8,X205600840023_R01C02
Human,Homo sapiens,Blood,1,74.40547945,X205600840023_R02C01
Human,Homo sapiens,Blood,0,71.43013699,X205600840023_R02C02
Human,Homo sapiens,Blood,0,62.69589041,X205600840023_R03C01
Human,Homo sapiens,Blood,0,65.66983307,X205600840023_R03C02
Human,Homo sapiens,Blood,1,61.90136986,X205600840023_R04C01
Human,Homo sapiens,Blood,1,66.39178082,X205600840023_R04C02
Human,Homo sapiens,Blood,0,60.83835616,X205600840023_R05C01
Human,Homo sapiens,Blood,1,72.07945205,X205600840023_R05C02
Human,Homo sapiens,Blood,0,68.83013699,X205600840023_R06C01
Human,Homo sapiens,Blood,1,81.27061157,X205600840023_R06C02
Human,Homo sapiens,Blood,0,81.19125683,X205600840028_R01C01
Human,Homo sapiens,Blood,1,79.65300546,X205600840028_R01C02
Human,Homo sapiens,Blood,1,66.34699454,X205600840028_R02C01
Human,Homo sapiens,Blood,0,82.44582678,X205600840028_R02C02
Human,Homo sapiens,Blood,0,79.60928962,X205600840028_R03C01
Human,Homo sapiens,Blood,1,65.71675275,X205600840028_R03C02
Human,Homo sapiens,Blood,0,76.22191781,X205600840028_R04C01
Human,Homo sapiens,Blood,1,63.34794521,X205600840028_R04C02
Human,Homo sapiens,Blood,0,77.28688525,X205600840028_R05C01
Human,Homo sapiens,Blood,0,65.49770192,X205600840028_R05C02
Human,Homo sapiens,Blood,0,69.23561644,X205600840028_R06C01
Human,Homo sapiens,Blood,0,71.69589041,X205600840028_R06C02
Human,Homo sapiens,Blood,1,68.39071038,X205600840030_R01C01
Human,Homo sapiens,Blood,0,73.90034434,X205600840030_R01C02
Human,Homo sapiens,Blood,0,72.50273224,X205600840030_R02C01
Human,Homo sapiens,Blood,1,63.96994536,X205600840030_R02C02
Human,Homo sapiens,Blood,0,63.14794521,X205600840030_R03C01
Human,Homo sapiens,Blood,0,59.86027397,X205600840030_R03C02
Human,Homo sapiens,Blood,0,65.32240437,X205600840030_R04C01
Human,Homo sapiens,Blood,0,54.07123288,X205600840030_R04C02
Human,Homo sapiens,Blood,0,58.20765027,X205600840030_R05C01
Human,Homo sapiens,Blood,1,66.84383562,X205600840030_R05C02
Human,Homo sapiens,Blood,0,84.86388951,X205600840030_R06C01
Human,Homo sapiens,Blood,0,33.68767123,X205600840030_R06C02
Human,Homo sapiens,Blood,0,51.6630137,X205600840031_R01C01
Human,Homo sapiens,Blood,0,50.19726027,X205600840031_R01C02
Human,Homo sapiens,Blood,1,71.73770492,X205600840031_R02C01
Human,Homo sapiens,Blood,1,65.57103825,X205600840031_R02C02
Human,Homo sapiens,Blood,0,70.03287671,X205600840031_R03C01
Human,Homo sapiens,Blood,1,62.81758365,X205600840031_R03C02
Human,Homo sapiens,Blood,0,77.03825137,X205600840031_R04C01
Human,Homo sapiens,Blood,0,67.15890411,X205600840031_R04C02
Human,Homo sapiens,Blood,0,59.75068493,X205600840031_R05C01
Human,Homo sapiens,Blood,1,61.60655738,X205600840031_R05C02
Human,Homo sapiens,Blood,0,85.28702747,X205600840031_R06C01
Human,Homo sapiens,Blood,1,89.40437158,X205600840031_R06C02
Human,Homo sapiens,Blood,1,46.36712329,X205600840032_R01C01
Human,Homo sapiens,Blood,0,92.04383562,X205600840032_R01C02
Human,Homo sapiens,Blood,0,61.77913017,X205600840032_R02C01
Human,Homo sapiens,Blood,0,61,X205600840032_R02C02
Human,Homo sapiens,Blood,0,65.12568306,X205600840032_R03C01
Human,Homo sapiens,Blood,0,81.76712329,X205600840032_R03C02
Human,Homo sapiens,Blood,1,86.79328543,X205600840032_R04C01
Human,Homo sapiens,Blood,1,84.40273973,X205600840032_R04C02
Human,Homo sapiens,Blood,0,79.68579235,X205600840032_R05C01
Human,Homo sapiens,Blood,1,57.66963845,X205600840032_R05C02
Human,Homo sapiens,Blood,1,78.29315068,X205600840032_R06C01
Human,Homo sapiens,Blood,1,63.25956284,X205600840032_R06C02
Human,Homo sapiens,Blood,0,77.65963021,X205600840038_R01C01
Human,Homo sapiens,Blood,0,85.20218579,X205600840038_R01C02
Human,Homo sapiens,Blood,1,58.19178082,X205600840038_R02C01
Human,Homo sapiens,Blood,0,65.31506849,X205600840038_R02C02
Human,Homo sapiens,Blood,0,54.57431694,X205600840038_R03C01
Human,Homo sapiens,Blood,0,72.42115428,X205600840038_R03C02
Human,Homo sapiens,Blood,1,69.92054795,X205600840038_R04C01
Human,Homo sapiens,Blood,0,81.50684932,X205600840038_R04C02
Human,Homo sapiens,Blood,0,69.57684707,X205600840038_R05C01
Human,Homo sapiens,Blood,0,54.01369863,X205600840038_R05C02
Human,Homo sapiens,Blood,0,72.26268433,X205600840038_R06C01
Human,Homo sapiens,Blood,1,55.07671233,X205600840038_R06C02
Human,Homo sapiens,Blood,0,58.90241785,X205600840039_R01C02
Human,Homo sapiens,Blood,0,76.03825137,X205600840039_R02C01
Human,Homo sapiens,Blood,0,81.30136986,X205600840039_R02C02
Human,Homo sapiens,Blood,0,83.68852459,X205600840039_R03C01
Human,Homo sapiens,Blood,0,56.83287671,X205600840039_R03C02
Human,Homo sapiens,Blood,0,63.51912568,X205600840039_R04C01
Human,Homo sapiens,Blood,0,75.21857923,X205600840039_R04C02
Human,Homo sapiens,Blood,0,65.30410959,X205600840039_R05C01
Human,Homo sapiens,Blood,1,70.4266487,X205600840039_R05C02
Human,Homo sapiens,Blood,0,75.25753425,X205600840039_R06C01
Human,Homo sapiens,Blood,0,51.73224044,X205600840039_R06C02
Dog,Canis lupus familiaris,Blood,0,7.5,X205600840040_R01C01
Dog,Canis lupus familiaris,Blood,0,5.8,X205600840040_R01C02
Dog,Canis lupus familiaris,Blood,0,6.6,X205600840040_R02C01
Dog,Canis lupus familiaris,Blood,0,11,X205600840040_R02C02
Dog,Canis lupus familiaris,Blood,1,9.9,X205600840040_R03C01
Dog,Canis lupus familiaris,Blood,0,10.1,X205600840040_R03C02
Dog,Canis lupus familiaris,Blood,1,6.6,X205600840040_R04C01
Dog,Canis lupus familiaris,Blood,0,6,X205600840040_R04C02
Dog,Canis lupus familiaris,Blood,1,3.3,X205600840040_R05C02
Dog,Canis lupus familiaris,Blood,1,4.9,X205600840040_R06C01
Dog,Canis lupus familiaris,Blood,1,14.5,X205600840041_R01C01
Dog,Canis lupus familiaris,Blood,1,0.5,X205600840041_R01C02
Dog,Canis lupus familiaris,Blood,1,11.4,X205600840041_R02C01
Dog,Canis lupus familiaris,Blood,1,5.7,X205600840041_R02C02
Dog,Canis lupus familiaris,Blood,0,1.2,X205600840041_R03C01
Dog,Canis lupus familiaris,Blood,1,8.4,X205600840041_R03C02
Dog,Canis lupus familiaris,Blood,0,1.8,X205600840041_R04C01
Dog,Canis lupus familiaris,Blood,0,7.2,X205600840041_R04C02
Dog,Canis lupus familiaris,Blood,1,11.5,X205600840041_R05C01
Dog,Canis lupus familiaris,Blood,1,1,X205600840041_R05C02
Dog,Canis lupus familiaris,Blood,0,4.5,X205600840041_R06C01
Dog,Canis lupus familiaris,Blood,1,0.5,X205600840041_R06C02
Dog,Canis lupus familiaris,Blood,0,12,X205600840042_R01C01
Dog,Canis lupus familiaris,Blood,0,12.3,X205600840042_R01C02
Dog,Canis lupus familiaris,Blood,0,1.6,X205600840042_R02C01
Dog,Canis lupus familiaris,Blood,1,0.7,X205600840042_R02C02
Dog,Canis lupus familiaris,Blood,0,4.1,X205600840042_R03C01
Dog,Canis lupus familiaris,Blood,0,5.83,X205600840042_R03C02
Dog,Canis lupus familiaris,Blood,1,12.8,X205600840042_R04C01
Dog,Canis lupus familiaris,Blood,0,1.2,X205600840042_R04C02
Dog,Canis lupus familiaris,Blood,0,6.4,X205600840042_R05C01
Dog,Canis lupus familiaris,Blood,1,3,X205600840042_R05C02
Dog,Canis lupus familiaris,Blood,1,3.5,X205600840042_R06C01
Dog,Canis lupus familiaris,Blood,1,2.8,X205600840042_R06C02
Dog,Canis lupus familiaris,Blood,0,8.2,X205600840046_R01C01
Dog,Canis lupus familiaris,Blood,1,12.6,X205600840046_R01C02
Dog,Canis lupus familiaris,Blood,1,11.3,X205600840046_R02C01
Dog,Canis lupus familiaris,Blood,1,14.3,X205600840046_R02C02
Dog,Canis lupus familiaris,Blood,1,4.3,X205600840046_R03C01
Dog,Canis lupus familiaris,Blood,1,4,X205600840046_R03C02
Dog,Canis lupus familiaris,Blood,1,17.5,X205600840046_R04C01
Dog,Canis lupus familiaris,Blood,1,7,X205600840046_R04C02
Dog,Canis lupus familiaris,Blood,0,2.1,X205600840046_R05C02
Dog,Canis lupus familiaris,Blood,0,16.4,X205600840046_R06C01
Naked mole rat,Heterocephalus glaber,iPSC,0,,X205600840047_R01C01
