SpeciesCommonName,SpeciesLatinName,Tissue,Sex,Age,Sample,GEO_ID
Human,Homo sapiens,Spleen,Male,61.2,X203203210189_R03C02,GSM6984405
Human,Homo sapiens,Spleen,Male,54.6,X203203210189_R04C01,GSM6984400
Human,Homo sapiens,Spleen,Male,69.9,X203203210189_R04C02,GSM6984406
Human,Homo sapiens,Spleen,Female,64.9,X203203210189_R05C01,GSM6984401
Human,Homo sapiens,Spleen,Male,43.7,X203203210189_R05C02,GSM6984407
Human,Homo sapiens,Spleen,Male,38.8,X203203210189_R06C01,GSM6984402
Human,Homo sapiens,Spleen,Female,62.6,X203203210189_R06C02,GSM6984408
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210190_R01C01,GSM6986425
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210190_R01C02,GSM6986431
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210190_R02C01,GSM6986426
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210190_R02C02,GSM6986432
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210190_R03C01,GSM6986427
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210190_R03C02,GSM6986433
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210190_R04C01,GSM6986428
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210190_R04C02,GSM6986434
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210190_R05C01,GSM6986429
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210190_R05C02,GSM6986435
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210190_R06C01,GSM6986430
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210190_R06C02,GSM6986436
Human,Homo sapiens,Lung,Female,69.9,X203203210191_R01C01,GSM6984373
Human,Homo sapiens,Lung,Male,50.5,X203203210191_R01C02,GSM6984379
Human,Homo sapiens,Lung,Male,64.6,X203203210191_R02C01,GSM6984374
Human,Homo sapiens,Lung,Male,69.9,X203203210191_R02C02,GSM6984380
Human,Homo sapiens,Lung,Male,71.2,X203203210191_R03C01,GSM6984375
Human,Homo sapiens,Lung,Male,65.1,X203203210191_R03C02,GSM6984381
Human,Homo sapiens,Lung,Male,49.5,X203203210191_R04C01,GSM6984376
Human,Homo sapiens,Lung,Female,58.3,X203203210191_R04C02,GSM6984382
Human,Homo sapiens,Lung,Male,38.3,X203203210191_R05C01,GSM6984377
Human,Homo sapiens,Lung,Male,38.8,X203203210191_R05C02,GSM6984383
Human,Homo sapiens,Lung,Male,49.9,X203203210191_R06C01,GSM6984378
Human,Homo sapiens,Lung,Female,74.3,X203203210191_R06C02,GSM6984384
Horse,Equus caballus,Blood,Male,0.5,X203203210192_R01C01,GSM6985988
Horse,Equus caballus,Blood,Female,5.0,X203203210192_R01C02,GSM6985994
Horse,Equus caballus,Blood,Male,15.0,X203203210192_R02C01,GSM6985989
Horse,Equus caballus,Blood,Female,11.0,X203203210192_R02C02,GSM6985995
Horse,Equus caballus,Blood,Male,8.0,X203203210192_R03C01,GSM6985990
Horse,Equus caballus,Blood,Female,14.0,X203203210192_R03C02,GSM6985996
Horse,Equus caballus,Blood,Female,19.0,X203203210192_R04C01,GSM6985991
Horse,Equus caballus,Blood,Female,17.0,X203203210192_R04C02,GSM6985997
Horse,Equus caballus,Blood,Female,6.0,X203203210192_R05C01,GSM6985992
Horse,Equus caballus,Blood,Female,9.0,X203203210192_R05C02,GSM6985998
Horse,Equus caballus,Blood,Female,22.0,X203203210192_R06C01,GSM6985993
Horse,Equus caballus,Blood,Female,1.0,X203203210192_R06C02,GSM6985999
Horse,Equus caballus,Jejunum,Female,4.0,X203203210193_R01C01,GSM6986131
Horse,Equus caballus,Spleen,Female,4.0,X203203210193_R01C02,GSM6986137
Horse,Equus caballus,Jejunum,Female,5.0,X203203210193_R02C01,GSM6986132
Horse,Equus caballus,Spleen,Female,5.0,X203203210193_R02C02,GSM6986138
Horse,Equus caballus,Larynx,Female,4.0,X203203210193_R03C01,GSM6986133
Horse,Equus caballus,Muscle,Female,4.0,X203203210193_R03C02,GSM6986139
Horse,Equus caballus,Larynx,Female,5.0,X203203210193_R04C01,GSM6986134
Horse,Equus caballus,Muscle,Female,5.0,X203203210193_R04C02,GSM6986140
Horse,Equus caballus,Heart,Female,4.0,X203203210193_R05C01,GSM6986135
Horse,Equus caballus,SpinalCord,Female,4.0,X203203210193_R05C02,GSM6986141
Horse,Equus caballus,Heart,Female,5.0,X203203210193_R06C01,GSM6986136
Horse,Equus caballus,SpinalCord,Female,5.0,X203203210193_R06C02,GSM6986142
Horse,Equus caballus,SpinalCord,Female,4.0,X203203210194_R01C01,GSM6986155
Horse,Equus caballus,Heart,Female,4.0,X203203210194_R01C02,GSM6986161
Horse,Equus caballus,SpinalCord,Female,5.0,X203203210194_R02C01,GSM6986156
Horse,Equus caballus,Heart,Female,5.0,X203203210194_R02C02,GSM6986162
Horse,Equus caballus,Suspensory,Female,4.0,X203203210194_R03C01,GSM6986157
Horse,Equus caballus,Keratinocyte,Female,4.0,X203203210194_R03C02,GSM6986163
Horse,Equus caballus,Suspensory,Female,5.0,X203203210194_R04C01,GSM6986158
Horse,Equus caballus,Keratinocyte,Female,5.0,X203203210194_R04C02,GSM6986164
Horse,Equus caballus,Cartilage,Female,4.0,X203203210194_R05C01,GSM6986159
Horse,Equus caballus,Tendon,Female,4.0,X203203210194_R05C02,GSM6986165
Horse,Equus caballus,Cartilage,Female,5.0,X203203210194_R06C01,GSM6986160
Horse,Equus caballus,Tendon,Female,5.0,X203203210194_R06C02,GSM6986166
Human,Homo sapiens,LymphNode,Male,50.5,X203203210195_R01C01,GSM6984457
Human,Homo sapiens,LymphNode,Female,63.2,X203203210195_R01C02,GSM6984463
Human,Homo sapiens,LymphNode,Female,74.3,X203203210195_R02C01,GSM6984458
Human,Homo sapiens,LymphNode,Female,41.5,X203203210195_R02C02,GSM6984464
Human,Homo sapiens,LymphNode,Male,68.6,X203203210195_R03C01,GSM6984459
Human,Homo sapiens,LymphNode,Male,71.2,X203203210195_R03C02,GSM6984465
Human,Homo sapiens,LymphNode,Male,66.4,X203203210195_R04C01,GSM6984460
Human,Homo sapiens,Adipose,Male,60.0,X203203210195_R04C02,GSM6984466
Human,Homo sapiens,LymphNode,Female,64.4,X203203210195_R05C01,GSM6984461
Human,Homo sapiens,LymphNode,Female,73.9,X203203210195_R05C02,GSM6984467
Human,Homo sapiens,Adipose,Female,59.7,X203203210195_R06C01,GSM6984462
Human,Homo sapiens,Adipose,Female,59.5,X203203210195_R06C02,GSM6984468
Horse,Equus caballus,Cortex,Female,4.0,X203203210196_R01C01,GSM6986191
Horse,Equus caballus,Cerebellum,Female,4.0,X203203210196_R01C02,GSM6986197
Horse,Equus caballus,Cortex,Female,5.0,X203203210196_R02C01,GSM6986192
Horse,Equus caballus,Cerebellum,Female,5.0,X203203210196_R02C02,GSM6986198
Horse,Equus caballus,Fibroblast,Female,4.0,X203203210196_R03C01,GSM6986193
Horse,Equus caballus,Heart,Female,4.0,X203203210196_R03C02,GSM6986199
Horse,Equus caballus,Fibroblast,Female,5.0,X203203210196_R04C01,GSM6986194
Horse,Equus caballus,Heart,Female,5.0,X203203210196_R04C02,GSM6986200
Horse,Equus caballus,Hypothalamus,Female,4.0,X203203210196_R05C01,GSM6986195
Horse,Equus caballus,Kidney,Female,4.0,X203203210196_R05C02,GSM6986201
Horse,Equus caballus,Hypothalamus,Female,5.0,X203203210196_R06C01,GSM6986196
Horse,Equus caballus,Kidney,Female,5.0,X203203210196_R06C02,GSM6986202
Horse,Equus caballus,Muscle,Female,4.0,X203203210197_R01C01,GSM6986203
Horse,Equus caballus,Cecum,Female,4.0,X203203210197_R01C02,GSM6986209
Horse,Equus caballus,Muscle,Female,5.0,X203203210197_R02C01,GSM6986204
Horse,Equus caballus,Cecum,Female,5.0,X203203210197_R02C02,GSM6986210
Horse,Equus caballus,Pituitary,Female,4.0,X203203210197_R03C01,GSM6986205
Horse,Equus caballus,Hypothalamus,Female,4.0,X203203210197_R03C02,GSM6986211
Horse,Equus caballus,Pituitary,Female,5.0,X203203210197_R04C01,GSM6986206
Horse,Equus caballus,Hypothalamus,Female,5.0,X203203210197_R04C02,GSM6986212
Horse,Equus caballus,ParietalCortex,Female,4.0,X203203210197_R05C01,GSM6986207
Horse,Equus caballus,Mammary,Female,4.0,X203203210197_R05C02,GSM6986213
Horse,Equus caballus,ParietalCortex,Female,5.0,X203203210197_R06C01,GSM6986208
Horse,Equus caballus,Mammary,Female,5.0,X203203210197_R06C02,GSM6986214
Human,Homo sapiens,Kidney,Female,60.1,X203203210198_R01C01,GSM6984200
Human,Homo sapiens,Kidney,Male,38.6,X203203210198_R01C02,GSM6984206
Human,Homo sapiens,Kidney,Female,49.0,X203203210198_R02C01,GSM6984201
Human,Homo sapiens,Kidney,Male,60.0,X203203210198_R02C02,GSM6984207
Human,Homo sapiens,Kidney,Male,49.5,X203203210198_R03C01,GSM6984202
Human,Homo sapiens,Kidney,Male,50.0,X203203210198_R03C02,GSM6984208
Human,Homo sapiens,Kidney,Male,68.1,X203203210198_R04C01,GSM6984203
Human,Homo sapiens,Kidney,Male,60.8,X203203210198_R04C02,GSM6984209
Human,Homo sapiens,Kidney,Female,63.5,X203203210198_R05C01,GSM6984204
Human,Homo sapiens,Kidney,Female,48.4,X203203210198_R05C02,GSM6984210
Human,Homo sapiens,Kidney,Male,55.5,X203203210198_R06C01,GSM6984205
Human,Homo sapiens,Kidney,Male,60.3,X203203210198_R06C02,GSM6984211
Human,Homo sapiens,Spleen,Male,68.6,X203203210199_R01C01,GSM6984445
Human,Homo sapiens,Spleen,Female,56.5,X203203210199_R01C02,GSM6984451
Human,Homo sapiens,Spleen,Male,69.8,X203203210199_R02C01,GSM6984446
Human,Homo sapiens,Spleen,Male,53.6,X203203210199_R02C02,GSM6984452
Human,Homo sapiens,Spleen,Male,66.7,X203203210199_R03C01,GSM6984447
Human,Homo sapiens,Spleen,Male,60.0,X203203210199_R03C02,GSM6984453
Human,Homo sapiens,Spleen,Male,39.9,X203203210199_R04C01,GSM6984448
Human,Homo sapiens,Spleen,Male,50.0,X203203210199_R04C02,GSM6984454
Human,Homo sapiens,Spleen,Male,47.0,X203203210199_R05C01,GSM6984449
Human,Homo sapiens,Spleen,Female,64.4,X203203210199_R05C02,GSM6984455
Human,Homo sapiens,Spleen,Female,62.4,X203203210199_R06C01,GSM6984450
Human,Homo sapiens,Spleen,Male,57.2,X203203210199_R06C02,GSM6984456
Naked mole rat,Heterocephalus glaber,Cerebellum,Female,0.67,X203203210200_R01C01,GSM6984588
Naked mole rat,Heterocephalus glaber,Cortex,Female,3.35,X203203210200_R01C02,GSM6984594
Naked mole rat,Heterocephalus glaber,Cerebellum,Male,1.05,X203203210200_R02C01,GSM6984589
Naked mole rat,Heterocephalus glaber,Cortex,Male,3.6,X203203210200_R02C02,GSM6984595
Naked mole rat,Heterocephalus glaber,Cerebellum,Female,3.35,X203203210200_R03C01,GSM6984590
Naked mole rat,Heterocephalus glaber,Adipose,Female,0.67,X203203210200_R03C02,GSM6984596
Naked mole rat,Heterocephalus glaber,Cortex,Male,3.6,X203203210200_R04C01,GSM6984591
Naked mole rat,Heterocephalus glaber,Cortex,Female,0.67,X203203210200_R05C01,GSM6984592
Naked mole rat,Heterocephalus glaber,Cortex,Male,1.05,X203203210200_R06C01,GSM6984593
Naked mole rat,Heterocephalus glaber,Adipose,Male,3.6,X203203210200_R06C02,GSM6984597
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,1.646575342,X203203210201_R01C01,GSM6985713
Pig,Sus scrofa domesticus,Blood,Female,0.435616438,X203203210201_R01C02,GSM6985719
Pig,Sus scrofa domesticus,Blood,Female,4.753424658,X203203210201_R02C01,GSM6985714
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,0.82739726,X203203210201_R02C02,GSM6985720
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,0.221917808,X203203210201_R03C01,GSM6985715
Pig,Sus scrofa domesticus,Blood,Female,2.136986301,X203203210201_R03C02,GSM6985721
Pig,Sus scrofa domesticus,Blood,Female,3.04109589,X203203210201_R04C01,GSM6985716
Pig,Sus scrofa domesticus,Blood,Female,2.238356164,X203203210201_R04C02,GSM6985722
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,0.6,X203203210201_R05C01,GSM6985717
Pig,Sus scrofa domesticus,Blood,Female,1.235616438,X203203210201_R05C02,GSM6985723
Pig,Sus scrofa domesticus,Blood,Female,2.232876712,X203203210201_R06C01,GSM6985718
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,0.120547945,X203203210201_R06C02,GSM6985724
Human,Homo sapiens,Heart,Female,74.3,X203203210202_R01C01,GSM6984070
Human,Homo sapiens,Heart,Female,48.4,X203203210202_R01C02,GSM6984076
Human,Homo sapiens,Heart,Male,69.1,X203203210202_R02C01,GSM6984071
Human,Homo sapiens,Heart,Male,42.7,X203203210202_R02C02,GSM6984077
Human,Homo sapiens,Heart,Male,45.5,X203203210202_R03C01,GSM6984072
Human,Homo sapiens,Heart,Male,38.9,X203203210202_R03C02,GSM6984078
Human,Homo sapiens,Heart,Male,60.6,X203203210202_R04C01,GSM6984073
Human,Homo sapiens,Heart,Female,61.9,X203203210202_R04C02,GSM6984079
Human,Homo sapiens,Heart,Male,61.8,X203203210202_R05C01,GSM6984074
Human,Homo sapiens,Heart,Male,46.2,X203203210202_R05C02,GSM6984080
Human,Homo sapiens,Heart,Male,64.6,X203203210202_R06C01,GSM6984075
Human,Homo sapiens,Heart,Male,62.5,X203203210202_R06C02,GSM6984081
Human,Homo sapiens,Kidney,Female,53.2,X203203210203_R01C01,GSM6984153
Human,Homo sapiens,Kidney,Female,41.5,X203203210203_R01C02,GSM6984159
Human,Homo sapiens,Kidney,Male,37.7,X203203210203_R02C01,GSM6984154
Human,Homo sapiens,Kidney,Male,29.1,X203203210203_R03C01,GSM6984155
Human,Homo sapiens,Kidney,Female,77.6,X203203210203_R03C02,GSM6984160
Human,Homo sapiens,Kidney,Male,66.3,X203203210203_R04C01,GSM6984156
Human,Homo sapiens,Kidney,Female,64.4,X203203210203_R04C02,GSM6984161
Human,Homo sapiens,Kidney,Female,60.0,X203203210203_R05C01,GSM6984157
Human,Homo sapiens,Kidney,Female,41.6,X203203210203_R05C02,GSM6984162
Human,Homo sapiens,Kidney,Female,62.6,X203203210203_R06C01,GSM6984158
Human,Homo sapiens,Kidney,Male,71.2,X203203210203_R06C02,GSM6984163
Human,Homo sapiens,Heart,Male,53.6,X203203210204_R01C01,GSM6984105
Human,Homo sapiens,Heart,Male,60.8,X203203210204_R01C02,GSM6984111
Human,Homo sapiens,Heart,Male,38.6,X203203210204_R02C01,GSM6984106
Human,Homo sapiens,Heart,Male,69.8,X203203210204_R02C02,GSM6984112
Human,Homo sapiens,Heart,Male,66.4,X203203210204_R03C01,GSM6984107
Human,Homo sapiens,Heart,Male,68.1,X203203210204_R03C02,GSM6984113
Human,Homo sapiens,Heart,Male,51.2,X203203210204_R04C01,GSM6984108
Human,Homo sapiens,Heart,Female,63.5,X203203210204_R04C02,GSM6984114
Human,Homo sapiens,Heart,Male,37.7,X203203210204_R05C01,GSM6984109
Human,Homo sapiens,Blood,Male,57.0,X203203210204_R05C02,GSM6984115
Human,Homo sapiens,Heart,Female,44.8,X203203210204_R06C01,GSM6984110
Human,Homo sapiens,Blood,Male,49.3,X203203210204_R06C02,GSM6984116
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,1.098630137,X203203210205_R01C01,GSM6985689
Pig,Sus scrofa domesticus,Blood,Female,0.030136986,X203203210205_R01C02,GSM6985695
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,0.82739726,X203203210205_R02C01,GSM6985690
Pig,Sus scrofa domesticus,Blood,Female,4.868493151,X203203210205_R02C02,GSM6985696
Pig,Sus scrofa domesticus,Blood,Female,3.542465753,X203203210205_R03C01,GSM6985691
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,4.865753425,X203203210205_R03C02,GSM6985697
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,1.646575342,X203203210205_R04C01,GSM6985692
Pig,Sus scrofa domesticus,Blood,Female,4.057534247,X203203210205_R04C02,GSM6985698
Pig,Sus scrofa domesticus,Blood,Female,0.323287671,X203203210205_R05C01,GSM6985693
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,0.528767123,X203203210205_R05C02,GSM6985699
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,0.123287671,X203203210205_R06C01,GSM6985694
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,0.221917808,X203203210205_R06C02,GSM6985700
Horse,Equus caballus,Blood,Female,12.0,X203203210206_R01C01,GSM6986107
Horse,Equus caballus,Blood,Male,7.0,X203203210206_R01C02,GSM6986113
Horse,Equus caballus,Blood,Female,1.0,X203203210206_R02C01,GSM6986108
Horse,Equus caballus,Blood,Female,5.0,X203203210206_R02C02,GSM6986114
Horse,Equus caballus,Blood,Male,8.0,X203203210206_R03C01,GSM6986109
Horse,Equus caballus,Blood,Female,17.0,X203203210206_R03C02,GSM6986115
Horse,Equus caballus,Blood,Female,11.0,X203203210206_R04C01,GSM6986110
Horse,Equus caballus,Blood,Male,16.0,X203203210206_R04C02,GSM6986116
Horse,Equus caballus,Blood,Female,9.0,X203203210206_R05C01,GSM6986111
Horse,Equus caballus,Blood,Female,14.0,X203203210206_R05C02,GSM6986117
Horse,Equus caballus,Blood,Female,13.0,X203203210206_R06C01,GSM6986112
Horse,Equus caballus,Blood,Female,11.0,X203203210206_R06C02,GSM6986118
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,8.7,X203203210207_R01C01,GSM6983430
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,10.5,X203203210207_R01C02,GSM6983436
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,8.3,X203203210207_R02C01,GSM6983431
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,10.0,X203203210207_R02C02,GSM6983437
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,7.9,X203203210207_R03C01,GSM6983432
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,4.9,X203203210207_R03C02,GSM6983438
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,8.2,X203203210207_R04C01,GSM6983433
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,5.7,X203203210207_R04C02,GSM6983439
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,8.3,X203203210207_R05C01,GSM6983434
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,5.6,X203203210207_R05C02,GSM6983440
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,9.0,X203203210207_R06C01,GSM6983435
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,7.3,X203203210207_R06C02,GSM6983441
Human,Homo sapiens,Heart,Female,44.4,X203203210208_R01C01,GSM6984034
Human,Homo sapiens,Lung,Male,54.4,X203203210208_R01C02,GSM6984040
Human,Homo sapiens,Heart,Female,27.9,X203203210208_R02C01,GSM6984035
Human,Homo sapiens,Heart,Male,64.7,X203203210208_R02C02,GSM6984041
Human,Homo sapiens,Heart,Female,42.4,X203203210208_R03C01,GSM6984036
Human,Homo sapiens,Heart,Female,44.3,X203203210208_R03C02,GSM6984042
Human,Homo sapiens,Heart,Male,60.0,X203203210208_R04C01,GSM6984037
Human,Homo sapiens,Heart,Male,50.2,X203203210208_R04C02,GSM6984043
Human,Homo sapiens,Heart,Female,73.9,X203203210208_R05C01,GSM6984038
Human,Homo sapiens,Heart,Male,55.5,X203203210208_R05C02,GSM6984044
Human,Homo sapiens,Heart,Female,55.2,X203203210208_R06C01,GSM6984039
Human,Homo sapiens,Heart,Male,63.3,X203203210208_R06C02,GSM6984045
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210209_R01C01,GSM6986449
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210209_R01C02,GSM6986455
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210209_R02C01,GSM6986450
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210209_R02C02,GSM6986456
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210209_R03C01,GSM6986451
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210209_R03C02,GSM6986457
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210209_R04C01,GSM6986452
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210209_R04C02,GSM6986458
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210209_R05C01,GSM6986453
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210209_R05C02,GSM6986459
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210209_R06C01,GSM6986454
Mouse,Mus musculus,Liver,Male,1.569863014,X203203210209_R06C02,GSM6986460
Human,Homo sapiens,Lung,Male,56.2,X203203210210_R01C01,GSM6984313
Human,Homo sapiens,Lung,Male,50.8,X203203210210_R01C02,GSM6984319
Human,Homo sapiens,Lung,Female,60.0,X203203210210_R02C01,GSM6984314
Human,Homo sapiens,Lung,Female,41.5,X203203210210_R02C02,GSM6984320
Human,Homo sapiens,Lung,Male,62.3,X203203210210_R03C01,GSM6984315
Human,Homo sapiens,Lung,Female,61.9,X203203210210_R03C02,GSM6984321
Human,Homo sapiens,Lung,Male,53.7,X203203210210_R04C01,GSM6984316
Human,Homo sapiens,Lung,Male,54.4,X203203210210_R04C02,GSM6984322
Human,Homo sapiens,Lung,Female,64.9,X203203210210_R05C01,GSM6984317
Human,Homo sapiens,Lung,Female,59.7,X203203210210_R05C02,GSM6984323
Human,Homo sapiens,Lung,Male,64.0,X203203210210_R06C01,GSM6984318
Human,Homo sapiens,Lung,Male,55.5,X203203210210_R06C02,GSM6984324
Pig,Sus scrofa domesticus,Blood,Female,0.221917808,X203203210211_R01C01,GSM6985665
Pig,Sus scrofa domesticus,Blood,Female,0.515068493,X203203210211_R01C02,GSM6985671
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,0.408219178,X203203210211_R02C01,GSM6985666
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,0.926027397,X203203210211_R02C02,GSM6985672
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,0.021917808,X203203210211_R03C01,GSM6985667
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,0.528767123,X203203210211_R03C02,GSM6985673
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,0.408219178,X203203210211_R04C01,GSM6985668
Winsconsin miniature pig,Sus scrofa minusculus,Blood,Female,0.120547945,X203203210211_R04C02,GSM6985674
Pig,Sus scrofa domesticus,Blood,Female,4.753424658,X203203210211_R05C01,GSM6985669
Pig,Sus scrofa domesticus,Blood,Female,4.753424658,X203203210211_R05C02,GSM6985675
Pig,Sus scrofa domesticus,Blood,Female,0.312328767,X203203210211_R06C01,GSM6985670
Pig,Sus scrofa domesticus,Blood,Female,1.238356164,X203203210211_R06C02,GSM6985676
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,1.7,X203203210212_R01C01,GSM6983454
Seba's short-tailed bat,Carollia perspicillata,Skin,Female,0.2,X203203210212_R01C02,GSM6983460
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,1.3,X203203210212_R02C01,GSM6983455
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,0.2,X203203210212_R02C02,GSM6983461
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,1.9,X203203210212_R03C01,GSM6983456
Lesser short-nosed fruit bat,Cynopterus brachyotis,Skin,Male,7.0,X203203210212_R03C02,GSM6983462
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,0.5,X203203210212_R04C01,GSM6983457
Big brown bat,Eptesicus fuscus,Muscle,Male,1.0,X203203210212_R04C02,GSM6983463
Seba's short-tailed bat,Carollia perspicillata,Skin,Male,0.5,X203203210212_R05C01,GSM6983458
