"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070934","GO:0070934","CRD-mediated mRNA stabilization","2/18","11/18870",4.70276523719286e-05,0.0161304847635715,0.0103460835218243,"HNRNPD/IGF2BP3",2
